model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,robust_variant,robust_se_label,n_trials,n_participants,n_questions,warning_count,warnings,condition_term,condition_label,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high
primary_fe,Primary participant-fixed-effects model,primary,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ condition_abstract + global_block_order + within_block_position + z_log_total_word_count + z_enem_correctness + C(participant_code),two_way_cluster,Two-way cluster (participant + question),1075,36,30,0,,condition_abstract,Adjusted abstract vs concrete effect,3.0155734472061186e-08,2.3509245330017156e-08,1.2827180987199804,0.2097488599653592,-1.792607094105972e-08,7.823753988518209e-08,global_block_order,Global block order,4.421666152846393e-09,2.45823729913266e-09,1.798714125119853,0.08248052191982676,-6.0599363873596e-10,9.449325944428746e-09,within_block_position,Within-block trial position,-6.033740465657547e-09,1.7178939603457455e-08,-0.3512289236084856,0.7279556073443969,-4.116861696305616e-08,2.910113603174106e-08,z_log_total_word_count,z(log total word count),-4.611496599400486e-08,1.1708595057716333e-08,-3.93855674115347,0.00047258477331919185,-7.006173167377478e-08,-2.216820031423495e-08,z_enem_correctness,z(ENEM correctness),3.2505662514240567e-09,1.1555164116487252e-08,0.28130853172271714,0.7804712769634247,-2.038239791932382e-08,2.688353042217193e-08
