model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,robust_variant,robust_se_label,n_trials,n_participants,n_questions,warning_count,warnings,condition_term,condition_label,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high
hc3,HC3 participant-fixed-effects model,sensitivity,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ condition_abstract + global_block_order + within_block_position + z_log_total_word_count + z_enem_correctness + C(participant_code),hc3,HC3 heteroskedasticity-robust,1075,36,30,0,,condition_abstract,Adjusted abstract vs concrete effect,3.0155734472061186e-08,2.2117031946812332e-08,1.3634620840888847,0.1730337049070239,-1.3243652385627397e-08,7.355512132974977e-08,global_block_order,Global block order,4.421666152846393e-09,3.388034947335397e-09,1.3050828051003194,0.19215500071410016,-2.2265423283087712e-09,1.1069874634001557e-08,within_block_position,Within-block trial position,-6.033740465657547e-09,1.3184216928810077e-08,-0.4576487551924795,0.6473009565390457,-3.1904613749429386e-08,1.9837132818114293e-08,z_log_total_word_count,z(log total word count),-4.611496599400486e-08,1.0138495327773226e-08,-4.548501972248119,6.04238775303229e-06,-6.600933888920317e-08,-2.622059309880655e-08,z_enem_correctness,z(ENEM correctness),3.2505662514240567e-09,1.0804111394381013e-08,0.3008638223699366,0.7635788238031245,-1.7949919021007942e-08,2.4451051523856054e-08
