model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,robust_variant,robust_se_label,n_trials,n_participants,n_questions,warning_count,warnings,condition_term,condition_label,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high
question_cluster,Question-clustered participant-fixed-effects model,sensitivity,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ condition_abstract + global_block_order + within_block_position + z_log_total_word_count + z_enem_correctness + C(participant_code),question_cluster,Question-clustered,1075,36,30,0,,condition_abstract,Adjusted abstract vs concrete effect,3.0155734472061186e-08,2.4486923669023883e-08,1.231503592679075,0.2280281048235807,-1.9925647660467342e-08,8.023711660458971e-08,global_block_order,Global block order,4.421666152846393e-09,3.2120299021399838e-09,1.376595575869484,0.17917345125157547,-2.147672614426907e-09,1.0991004920119693e-08,within_block_position,Within-block trial position,-6.033740465657547e-09,1.2742939180538729e-08,-0.4734967639861607,0.6394039369307107,-3.209597740558957e-08,2.0028496474274478e-08,z_log_total_word_count,z(log total word count),-4.611496599400486e-08,9.711130663855698e-09,-4.748671147597907,5.098880836507162e-05,-6.597645828634637e-08,-2.6253473701663355e-08,z_enem_correctness,z(ENEM correctness),3.2505662514240567e-09,1.1697539840888054e-08,0.2778846061341801,0.7830725380953223,-2.0673588971188454e-08,2.7174721474036566e-08
