participant_id,participant_code,session_id,question_id,question_code,condition,condition_abstract,block,global_block_order,within_block_position,cumulative_trial_order,z_log_total_word_count,z_enem_correctness,response_time_sec,front_roi_mean_variable_lag4,front_roi_mean,back_roi_mean_variable_lag4,manual_override_session,no_override_cohort
PID001,0,2025-11-06_008,2020_CH_70,11,Concrete,0.0,C1,6,2,17,-0.169030538835905,-1.0488884828831635,108.52848999999968,-5.88986238852454e-08,-6.318748626262546e-08,-2.428982112635964e-07,False,True
PID001,0,2025-11-06_008,2018_LC_44,5,Concrete,0.0,C1,6,3,18,1.389688140576973,-0.6674086028177602,91.8000790000001,7.933453184469108e-08,-8.990898165326521e-08,-3.1788296057444664e-08,False,True
PID001,0,2025-11-06_008,2020_CH_82,15,Concrete,0.0,C2,7,1,19,0.8398158527831238,0.4360691378486896,77.28905500000019,-6.602645555982923e-08,-1.2734764649549786e-07,-1.1120752970716993e-07,False,True
PID001,0,2025-11-06_008,2017_CH_75,3,Concrete,0.0,C2,7,2,20,0.929652535764228,-1.4157789468713895,119.58881799999972,1.470387041296267e-07,8.4403761341246e-08,-2.3863235725133563e-08,False,True
PID001,0,2025-11-06_008,2017_CH_68,1,Concrete,0.0,C2,7,3,21,-0.9914934219713682,-1.3364726213150109,70.52115599999979,-8.22397472097076e-08,-9.213449856610036e-08,-1.8606558267974226e-07,False,True
PID001,0,2025-11-06_008,2020_CH_56,9,Concrete,0.0,C3,8,1,22,-2.2518477633179645,0.7573109318980379,77.73448400000007,-2.221486230108308e-07,2.5900529022536e-08,-3.541199082832438e-07,False,True
PID001,0,2025-11-06_008,2021_CH_76,22,Concrete,0.0,C3,8,2,23,0.3601753510213835,-1.5422365867215426,83.45961399999987,-1.8417091854456374e-07,-1.192097575833239e-07,-8.380119477029275e-08,False,True
PID001,0,2025-11-06_008,2021_LC_26,25,Concrete,0.0,C3,8,3,24,2.264859834801295,-0.5607517593851553,157.24760800000013,1.8776184886554855e-07,1.119971049527147e-07,1.728375792212165e-07,False,True
PID001,0,2025-11-06_008,2020_CH_59,10,Concrete,0.0,C4,9,1,25,-0.2041092841510671,0.5696170426960993,94.41533100000017,3.984597222041279e-08,3.36170876462009e-08,-1.9681711928125282e-08,False,True
PID001,0,2025-11-06_008,2020_CH_84,16,Concrete,0.0,C4,9,2,26,-0.5863181049301306,-1.2526273197494673,67.35632699999996,1.77014639689338e-07,2.5901057416747414e-07,-6.76736010184538e-08,False,True
PID001,0,2025-11-06_008,2020_CH_78,14,Concrete,0.0,C4,9,3,27,-2.3361669895037065,0.0020441611073083,61.921006000000034,1.1814714172249004e-08,-5.1593313321805566e-08,-1.6861800888120857e-07,False,True
PID001,0,2025-11-06_008,2017_CH_69,2,Concrete,0.0,C5,10,1,28,-0.4260686437746248,-0.7521308608059422,76.58389399999942,2.0260778916604962e-07,7.489066538425846e-08,6.09610047937496e-08,False,True
PID001,0,2025-11-06_008,2018_CH_77,4,Concrete,0.0,C5,10,2,29,-0.94294931884182,-1.310288679405072,48.15568800000074,-1.39523587080273e-07,-1.1743576412950916e-07,-1.6103552806233825e-08,False,True
PID001,0,2025-11-06_008,2021_CH_46,18,Concrete,0.0,C5,10,3,30,-0.3125269842682109,1.4273572571066844,64.50093500000003,4.1804522464556884e-08,2.5113025866176364e-08,1.1601174060948752e-07,False,True
