participant_id,session_id,event_order,event_type,expected_code,harmonized_event_type,event_time_psychopy,block,trial_idx_in_block,question_id,question_number,question_year,question_field,question_type,source,global_analysis_excluded,global_exclusion_reason
PID001,2025-11-06_008,1,EXP_START,1,,35.059409,START,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,2,QUESTIONNAIRE_ON,71,,158.763007,PRE,-1,,,,start,QNR,psychopy,False,
PID001,2025-11-06_008,3,QUESTIONNAIRE_OFF,72,,346.255422,PRE,-1,,,,end,QNR,psychopy,False,
PID001,2025-11-06_008,4,BLK_ON,91,block_start,350.104554,A1,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,5,ITI,99,,354.170595,A1,1,2022.0_CH_51,51,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,6,Q_TEXT_ON,11,question_start,354.211628,A1,1,2022.0_CH_51,51,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,7,Q_STEM_ON,14,,423.410714,A1,1,2022.0_CH_51,51,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,8,Q_OPTIONS_ON,15,,457.811284,A1,1,2022.0_CH_51,51,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,9,ANS_A,21,answer,505.005125,A1,1,2022.0_CH_51,51,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,10,ITI,99,,508.694435,A1,2,2022.0_CH_71,71,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,11,Q_TEXT_ON,11,question_start,508.710544,A1,2,2022.0_CH_71,71,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,12,Q_STEM_ON,14,,540.978507,A1,2,2022.0_CH_71,71,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,13,Q_OPTIONS_ON,15,,553.459335,A1,2,2022.0_CH_71,71,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,14,ANS_A,21,answer,633.017957,A1,2,2022.0_CH_71,71,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,15,ITI,99,,637.4583,A1,3,2022.0_CH_47,47,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,16,Q_TEXT_ON,11,question_start,637.491758,A1,3,2022.0_CH_47,47,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,17,Q_STEM_ON,14,,646.283089,A1,3,2022.0_CH_47,47,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,18,Q_OPTIONS_ON,15,,755.353059,A1,3,2022.0_CH_47,47,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,19,ANS_C,23,answer,814.222746,A1,3,2022.0_CH_47,47,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,20,BLK_OFF,92,block_end,814.730581,A1,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,21,BLK_ON,91,block_start,817.579653,A2,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,22,ITI,99,,821.613601,A2,1,2019.0_CH_65,65,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,23,Q_TEXT_ON,11,question_start,821.63969,A2,1,2019.0_CH_65,65,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,24,Q_STEM_ON,14,,824.184014,A2,1,2019.0_CH_65,65,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,25,Q_OPTIONS_ON,15,,894.456655,A2,1,2019.0_CH_65,65,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,26,ANS_C,23,answer,923.238447,A2,1,2019.0_CH_65,65,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,27,ITI,99,,928.078901,A2,2,2020.0_LC_31,31,2020.0,LC,abstract,psychopy,False,
PID001,2025-11-06_008,28,Q_TEXT_ON,11,question_start,928.13484,A2,2,2020.0_LC_31,31,2020.0,LC,abstract,psychopy,False,
PID001,2025-11-06_008,29,Q_STEM_ON,14,,935.371683,A2,2,2020.0_LC_31,31,2020.0,LC,abstract,psychopy,False,
PID001,2025-11-06_008,30,Q_OPTIONS_ON,15,,948.800926,A2,2,2020.0_LC_31,31,2020.0,LC,abstract,psychopy,False,
PID001,2025-11-06_008,31,ANS_C,23,answer,1054.801112,A2,2,2020.0_LC_31,31,2020.0,LC,abstract,psychopy,False,
PID001,2025-11-06_008,32,ITI,99,,1059.20818,A2,3,2020.0_CH_77,77,2020.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,33,Q_TEXT_ON,11,question_start,1059.231399,A2,3,2020.0_CH_77,77,2020.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,34,Q_STEM_ON,14,,1061.149899,A2,3,2020.0_CH_77,77,2020.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,35,Q_OPTIONS_ON,15,,1061.949514,A2,3,2020.0_CH_77,77,2020.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,36,ANS_D,24,answer,1157.301826,A2,3,2020.0_CH_77,77,2020.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,37,BLOCK_REST,93,,1157.809643,A2,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,38,BLK_OFF,92,block_end,1237.59512,A2,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,39,BLK_ON,91,block_start,1240.613164,A3,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,40,ITI,99,,1245.0289,A3,1,2021.0_CH_51,51,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,41,Q_TEXT_ON,11,question_start,1245.060439,A3,1,2021.0_CH_51,51,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,42,Q_STEM_ON,14,,1278.478869,A3,1,2021.0_CH_51,51,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,43,Q_OPTIONS_ON,15,,1284.733687,A3,1,2021.0_CH_51,51,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,44,ANS_B,22,answer,1295.845342,A3,1,2021.0_CH_51,51,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,45,ITI,99,,1300.754147,A3,2,2021.0_CH_57,57,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,46,Q_TEXT_ON,11,question_start,1300.780938,A3,2,2021.0_CH_57,57,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,47,Q_STEM_ON,14,,1302.705005,A3,2,2021.0_CH_57,57,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,48,Q_OPTIONS_ON,15,,1347.468655,A3,2,2021.0_CH_57,57,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,49,ANS_B,22,answer,1381.716918,A3,2,2021.0_CH_57,57,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,50,ITI,99,,1386.890428,A3,3,2021.0_CH_86,86,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,51,Q_TEXT_ON,11,question_start,1386.912722,A3,3,2021.0_CH_86,86,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,52,Q_STEM_ON,14,,1443.500722,A3,3,2021.0_CH_86,86,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,53,Q_OPTIONS_ON,15,,1459.571741,A3,3,2021.0_CH_86,86,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,54,ANS_A,21,answer,1488.399263,A3,3,2021.0_CH_86,86,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,55,BLOCK_REST,93,,1488.907384,A3,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,56,BLK_OFF,92,block_end,1660.627962,A3,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,57,BLK_ON,91,block_start,1662.480208,A4,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,58,ITI,99,,1667.278293,A4,1,2021.0_CH_65,65,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,59,Q_TEXT_ON,11,question_start,1667.298686,A4,1,2021.0_CH_65,65,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,60,Q_STEM_ON,14,,1704.743953,A4,1,2021.0_CH_65,65,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,61,Q_OPTIONS_ON,15,,1712.833013,A4,1,2021.0_CH_65,65,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,62,ANS_B,22,answer,1770.003752,A4,1,2021.0_CH_65,65,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,63,ITI,99,,1774.528859,A4,2,2019.0_CH_64,64,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,64,Q_TEXT_ON,11,question_start,1774.569213,A4,2,2019.0_CH_64,64,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,65,Q_STEM_ON,14,,1778.652996,A4,2,2019.0_CH_64,64,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,66,Q_OPTIONS_ON,15,,1844.526489,A4,2,2019.0_CH_64,64,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,67,ANS_C,23,answer,1867.057296,A4,2,2019.0_CH_64,64,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,68,ITI,99,,1870.678846,A4,3,2020.0_CH_76,76,2020.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,69,Q_TEXT_ON,11,question_start,1870.716882,A4,3,2020.0_CH_76,76,2020.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,70,Q_STEM_ON,14,,1903.678413,A4,3,2020.0_CH_76,76,2020.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,71,Q_OPTIONS_ON,15,,1925.434244,A4,3,2020.0_CH_76,76,2020.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,72,ANS_B,22,answer,1974.455418,A4,3,2020.0_CH_76,76,2020.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,73,BLOCK_REST,93,,1974.963347,A4,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,74,BLK_OFF,92,block_end,2082.494445,A4,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,75,BLK_ON,91,block_start,2084.780811,A5,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,76,ITI,99,,2088.361813,A5,1,2021.0_CH_83,83,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,77,Q_TEXT_ON,11,question_start,2088.416583,A5,1,2021.0_CH_83,83,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,78,Q_STEM_ON,14,,2148.243842,A5,1,2021.0_CH_83,83,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,79,Q_OPTIONS_ON,15,,2157.974701,A5,1,2021.0_CH_83,83,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,80,ANS_B,22,answer,2181.455205,A5,1,2021.0_CH_83,83,2021.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,81,ITI,99,,2185.279743,A5,2,2019.0_CH_56,56,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,82,Q_TEXT_ON,11,question_start,2185.317433,A5,2,2019.0_CH_56,56,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,83,Q_STEM_ON,14,,2187.448069,A5,2,2019.0_CH_56,56,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,84,Q_OPTIONS_ON,15,,2189.61305,A5,2,2019.0_CH_56,56,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,85,ANS_D,24,answer,2314.335872,A5,2,2019.0_CH_56,56,2019.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,86,ITI,99,,2318.875812,A5,3,2022.0_CH_60,60,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,87,Q_TEXT_ON,11,question_start,2318.916963,A5,3,2022.0_CH_60,60,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,88,Q_STEM_ON,14,,2320.76269,A5,3,2022.0_CH_60,60,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,89,Q_OPTIONS_ON,15,,2321.280959,A5,3,2022.0_CH_60,60,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,90,ANS_B,22,answer,2481.325299,A5,3,2022.0_CH_60,60,2022.0,CH,abstract,psychopy,False,
PID001,2025-11-06_008,91,BLOCK_REST,93,,2481.832307,A5,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,92,BLK_OFF,92,block_end,2504.794273,A5,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,93,BLK_ON,91,block_start,2507.42941,C1,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,94,ITI,99,,2511.077292,C1,1,2017.0_CH_47,47,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,95,Q_TEXT_ON,11,question_start,2511.112954,C1,1,2017.0_CH_47,47,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,96,Q_STEM_ON,14,,2541.790419,C1,1,2017.0_CH_47,47,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,97,Q_OPTIONS_ON,15,,2551.554767,C1,1,2017.0_CH_47,47,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,98,ANS_D,24,answer,2607.804622,C1,1,2017.0_CH_47,47,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,99,ITI,99,,2611.528528,C1,2,2020.0_CH_70,70,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,100,Q_TEXT_ON,11,question_start,2611.543106,C1,2,2020.0_CH_70,70,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,101,Q_STEM_ON,14,,2640.596802,C1,2,2020.0_CH_70,70,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,102,Q_OPTIONS_ON,15,,2650.2826,C1,2,2020.0_CH_70,70,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,103,ANS_E,25,answer,2720.071596,C1,2,2020.0_CH_70,70,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,104,ITI,99,,2725.494714,C1,3,2018.0_LC_44,44,2018.0,LC,concrete,psychopy,False,
PID001,2025-11-06_008,105,Q_TEXT_ON,11,question_start,2725.521144,C1,3,2018.0_LC_44,44,2018.0,LC,concrete,psychopy,False,
PID001,2025-11-06_008,106,Q_STEM_ON,14,,2727.930391,C1,3,2018.0_LC_44,44,2018.0,LC,concrete,psychopy,False,
PID001,2025-11-06_008,107,Q_OPTIONS_ON,15,,2729.473817,C1,3,2018.0_LC_44,44,2018.0,LC,concrete,psychopy,False,
PID001,2025-11-06_008,108,ANS_E,25,answer,2817.321223,C1,3,2018.0_LC_44,44,2018.0,LC,concrete,psychopy,False,
PID001,2025-11-06_008,109,BLOCK_REST,93,,2817.828412,C1,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,110,BLK_OFF,92,block_end,2927.443331,C1,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,111,BLK_ON,91,block_start,2929.145254,C2,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,112,ITI,99,,2932.17712,C2,1,2020.0_CH_82,82,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,113,Q_TEXT_ON,11,question_start,2932.203016,C2,1,2020.0_CH_82,82,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,114,Q_STEM_ON,14,,2961.159183,C2,1,2020.0_CH_82,82,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,115,Q_OPTIONS_ON,15,,2985.213821,C2,1,2020.0_CH_82,82,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,116,ANS_E,25,answer,3009.492071,C2,1,2020.0_CH_82,82,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,117,ITI,99,,3014.964429,C2,2,2017.0_CH_75,75,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,118,Q_TEXT_ON,11,question_start,3014.981564,C2,2,2017.0_CH_75,75,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,119,Q_STEM_ON,14,,3017.946372,C2,2,2017.0_CH_75,75,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,120,Q_OPTIONS_ON,15,,3018.455557,C2,2,2017.0_CH_75,75,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,121,ANS_A,21,answer,3134.570382,C2,2,2017.0_CH_75,75,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,122,ITI,99,,3139.244589,C2,3,2017.0_CH_68,68,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,123,Q_TEXT_ON,11,question_start,3139.255931,C2,3,2017.0_CH_68,68,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,124,Q_STEM_ON,14,,3140.962193,C2,3,2017.0_CH_68,68,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,125,Q_OPTIONS_ON,15,,3141.425511,C2,3,2017.0_CH_68,68,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,126,ANS_C,23,answer,3209.777087,C2,3,2017.0_CH_68,68,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,127,BLOCK_REST,93,,3210.283505,C2,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,128,BLK_OFF,92,block_end,3349.159915,C2,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,129,BLK_ON,91,block_start,3350.561529,C3,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,130,ITI,99,,3354.194068,C3,1,2020.0_CH_56,56,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,131,Q_TEXT_ON,11,question_start,3354.207071,C3,1,2020.0_CH_56,56,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,132,Q_STEM_ON,14,,3355.977734,C3,1,2020.0_CH_56,56,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,133,Q_OPTIONS_ON,15,,3356.472549,C3,1,2020.0_CH_56,56,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,134,ANS_D,24,answer,3431.941555,C3,1,2020.0_CH_56,56,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,135,ITI,99,,3436.91388,C3,2,2021.0_CH_76,76,2021.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,136,Q_TEXT_ON,11,question_start,3436.93357,C3,2,2021.0_CH_76,76,2021.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,137,Q_STEM_ON,14,,3438.999679,C3,2,2021.0_CH_76,76,2021.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,138,Q_OPTIONS_ON,15,,3439.492961,C3,2,2021.0_CH_76,76,2021.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,139,ANS_C,23,answer,3520.393184,C3,2,2021.0_CH_76,76,2021.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,140,ITI,99,,3525.766839,C3,3,2021.0_LC_26,26,2021.0,LC,concrete,psychopy,False,
PID001,2025-11-06_008,141,Q_TEXT_ON,11,question_start,3525.802996,C3,3,2021.0_LC_26,26,2021.0,LC,concrete,psychopy,False,
PID001,2025-11-06_008,142,Q_STEM_ON,14,,3527.886606,C3,3,2021.0_LC_26,26,2021.0,LC,concrete,psychopy,False,
PID001,2025-11-06_008,143,Q_OPTIONS_ON,15,,3534.271791,C3,3,2021.0_LC_26,26,2021.0,LC,concrete,psychopy,False,
PID001,2025-11-06_008,144,ANS_E,25,answer,3683.050604,C3,3,2021.0_LC_26,26,2021.0,LC,concrete,psychopy,False,
PID001,2025-11-06_008,145,BLOCK_REST,93,,3683.557681,C3,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,146,BLK_OFF,92,block_end,3770.576309,C3,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,147,BLK_ON,91,block_start,3773.477734,C4,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,148,ITI,99,,3778.343623,C4,1,2020.0_CH_59,59,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,149,Q_TEXT_ON,11,question_start,3778.356946,C4,1,2020.0_CH_59,59,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,150,Q_STEM_ON,14,,3779.794879,C4,1,2020.0_CH_59,59,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,151,Q_OPTIONS_ON,15,,3780.25648,C4,1,2020.0_CH_59,59,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,152,ANS_C,23,answer,3872.772277,C4,1,2020.0_CH_59,59,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,153,ITI,99,,3877.66134,C4,2,2020.0_CH_84,84,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,154,Q_TEXT_ON,11,question_start,3877.670898,C4,2,2020.0_CH_84,84,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,155,Q_STEM_ON,14,,3879.945594,C4,2,2020.0_CH_84,84,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,156,Q_OPTIONS_ON,15,,3880.40575,C4,2,2020.0_CH_84,84,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,157,ANS_E,25,answer,3945.027225,C4,2,2020.0_CH_84,84,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,158,ITI,99,,3948.617476,C4,3,2020.0_CH_78,78,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,159,Q_TEXT_ON,11,question_start,3948.628644,C4,3,2020.0_CH_78,78,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,160,Q_STEM_ON,14,,3950.002095,C4,3,2020.0_CH_78,78,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,161,Q_OPTIONS_ON,15,,3950.479371,C4,3,2020.0_CH_78,78,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,162,ANS_B,22,answer,4010.54965,C4,3,2020.0_CH_78,78,2020.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,163,BLOCK_REST,93,,4011.057293,C4,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,164,BLK_OFF,92,block_end,4193.492837,C4,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,165,BLK_ON,91,block_start,4196.643508,C5,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,166,ITI,99,,4200.542567,C5,1,2017.0_CH_69,69,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,167,Q_TEXT_ON,11,question_start,4200.556613,C5,1,2017.0_CH_69,69,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,168,Q_STEM_ON,14,,4202.495299,C5,1,2017.0_CH_69,69,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,169,Q_OPTIONS_ON,15,,4203.028254,C5,1,2017.0_CH_69,69,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,170,ANS_D,24,answer,4277.140507,C5,1,2017.0_CH_69,69,2017.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,171,ITI,99,,4281.89698,C5,2,2018.0_CH_77,77,2018.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,172,Q_TEXT_ON,11,question_start,4281.910299,C5,2,2018.0_CH_77,77,2018.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,173,Q_STEM_ON,14,,4283.265635,C5,2,2018.0_CH_77,77,2018.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,174,Q_OPTIONS_ON,15,,4283.662905,C5,2,2018.0_CH_77,77,2018.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,175,ANS_A,21,answer,4330.065987,C5,2,2018.0_CH_77,77,2018.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,176,ITI,99,,4334.721934,C5,3,2021.0_CH_46,46,2021.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,177,Q_TEXT_ON,11,question_start,4334.736551,C5,3,2021.0_CH_46,46,2021.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,178,Q_STEM_ON,14,,4336.140874,C5,3,2021.0_CH_46,46,2021.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,179,Q_OPTIONS_ON,15,,4336.618881,C5,3,2021.0_CH_46,46,2021.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,180,ANS_A,21,answer,4399.237486,C5,3,2021.0_CH_46,46,2021.0,CH,concrete,psychopy,False,
PID001,2025-11-06_008,181,BLOCK_REST,93,,4399.744283,C5,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,182,BLK_OFF,92,block_end,4616.658796,C5,-1,,,,,,psychopy,False,
PID001,2025-11-06_008,183,EXP_END,2,,4616.658955,END,-1,,,,,,psychopy,False,
PID002,2025-11-06_PID002,1,EXP_START,1,,19.282205,START,-1,,,,,,psychopy,False,
PID002,2025-11-06_PID002,2,QUESTIONNAIRE_ON,71,,90.160323,PRE,-1,,,,start,QNR,psychopy,False,
PID002,2025-11-06_PID002,3,QUESTIONNAIRE_OFF,72,,229.766513,PRE,-1,,,,end,QNR,psychopy,False,
PID002,2025-11-06_PID002,4,BLK_ON,91,block_start,233.481417,C1,-1,,,,,,psychopy,False,
PID002,2025-11-06_PID002,5,ITI,99,,236.614603,C1,1,2018.0_CH_77,77,2018.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,6,Q_TEXT_ON,11,question_start,236.635434,C1,1,2018.0_CH_77,77,2018.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,7,Q_STEM_ON,14,,254.181098,C1,1,2018.0_CH_77,77,2018.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,8,Q_OPTIONS_ON,15,,258.938196,C1,1,2018.0_CH_77,77,2018.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,9,ANS_C,23,answer,294.549015,C1,1,2018.0_CH_77,77,2018.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,10,ITI,99,,298.970101,C1,2,2021.0_CH_76,76,2021.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,11,Q_TEXT_ON,11,question_start,298.998132,C1,2,2021.0_CH_76,76,2021.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,12,Q_STEM_ON,14,,344.7875,C1,2,2021.0_CH_76,76,2021.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,13,Q_OPTIONS_ON,15,,356.473632,C1,2,2021.0_CH_76,76,2021.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,14,ANS_A,21,answer,444.256159,C1,2,2021.0_CH_76,76,2021.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,15,ITI,99,,448.898825,C1,3,2020.0_CH_78,78,2020.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,16,Q_TEXT_ON,11,question_start,448.909113,C1,3,2020.0_CH_78,78,2020.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,17,Q_STEM_ON,14,,458.852572,C1,3,2020.0_CH_78,78,2020.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,18,Q_OPTIONS_ON,15,,464.595008,C1,3,2020.0_CH_78,78,2020.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,19,ANS_C,23,answer,522.69471,C1,3,2020.0_CH_78,78,2020.0,CH,concrete,psychopy,False,
PID002,2025-11-06_PID002,20,BLOCK_REST,93,,523.201594,C1,-1,,,,,,psychopy,False,
PID002,2025-11-06_PID002,21,BLK_OFF,92,block_end,653.497043,C1,-1,,,,,,psychopy,False,
PID002,2025-11-06_PID002,22,BLK_ON,91,block_start,655.598651,C2,-1,,,,,,psychopy,False,
PID002,2025-11-06_PID002,23,ITI,99,,660.19761,C2,1,2018.0_LC_44,44,2018.0,LC,concrete,psychopy,False,
