participant_id,session_id,pair_id,raw_channel_names,n_wavelength_channels,is_short_pair,pair_sci_min,pair_sci_mean,bad_pair,bad_reason,global_analysis_excluded,global_exclusion_reason
PID005,2025-11-12_001,S6_D2,S6_D2 760;S6_D2 850,2,False,0.9717061332052052,0.9717061332052052,False,,False,
PID005,2025-11-12_001,S6_D5,S6_D5 760;S6_D5 850,2,False,0.9715531192265635,0.9715531192265635,False,,False,
PID005,2025-11-12_001,S6_D7,S6_D7 760;S6_D7 850,2,False,0.9901753513796819,0.9901753513796819,False,,False,
PID005,2025-11-12_001,S7_D14,S7_D14 760;S7_D14 850,2,True,0.9704159122438399,0.9704159122438399,False,,False,
PID005,2025-11-12_001,S7_D2,S7_D2 760;S7_D2 850,2,False,0.9695439238072119,0.9695439238072119,False,,False,
PID005,2025-11-12_001,S7_D5,S7_D5 760;S7_D5 850,2,False,0.968614530600473,0.968614530600473,False,,False,
PID005,2025-11-12_001,S8_D1,S8_D1 760;S8_D1 850,2,False,0.9654044720557483,0.9654044720557483,False,,False,
PID005,2025-11-12_001,S8_D15,S8_D15 760;S8_D15 850,2,True,0.8983281258156932,0.8983281258156932,False,,False,
PID005,2025-11-12_001,S8_D5,S8_D5 760;S8_D5 850,2,False,0.9650392387290957,0.9650392387290957,False,,False,
PID006,2025-11-12_003,S1_D3,S1_D3 760;S1_D3 850,2,False,0.9981781615848213,0.9981781615848213,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S1_D6,S1_D6 760;S1_D6 850,2,False,0.9918756109671664,0.9918756109671664,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S1_D8,S1_D8 760;S1_D8 850,2,True,0.9988050345861118,0.9988050345861118,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S2_D4,S2_D4 760;S2_D4 850,2,False,0.946976229211685,0.946976229211685,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S2_D6,S2_D6 760;S2_D6 850,2,False,0.9930044692417391,0.9930044692417391,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S2_D9,S2_D9 760;S2_D9 850,2,True,0.9385152497010637,0.9385152497010637,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S3_D1,S3_D1 760;S3_D1 850,2,False,0.9908358934987331,0.9908358934987331,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S3_D10,S3_D10 760;S3_D10 850,2,True,0.9985474128783699,0.9985474128783699,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S3_D3,S3_D3 760;S3_D3 850,2,False,0.9935625452295919,0.9935625452295919,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S3_D7,S3_D7 760;S3_D7 850,2,False,0.9857738480699102,0.9857738480699102,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S4_D11,S4_D11 760;S4_D11 850,2,True,0.9623949525857401,0.9623949525857401,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S4_D2,S4_D2 760;S4_D2 850,2,False,0.984552297559755,0.984552297559755,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S4_D4,S4_D4 760;S4_D4 850,2,False,0.9724587988595966,0.9724587988595966,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S4_D7,S4_D7 760;S4_D7 850,2,False,0.9875490471505377,0.9875490471505377,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S5_D12,S5_D12 760;S5_D12 850,2,True,0.9820305905270826,0.9820305905270826,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S5_D3,S5_D3 760;S5_D3 850,2,False,0.9924588771469314,0.9924588771469314,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S5_D4,S5_D4 760;S5_D4 850,2,False,0.9862870252131307,0.9862870252131307,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S5_D6,S5_D6 760;S5_D6 850,2,False,0.9269793666048282,0.9269793666048282,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S5_D7,S5_D7 760;S5_D7 850,2,False,0.9807571020185807,0.9807571020185807,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S6_D1,S6_D1 760;S6_D1 850,2,False,0.9917242917442796,0.9917242917442796,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S6_D13,S6_D13 760;S6_D13 850,2,True,0.9954738704716878,0.9954738704716878,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S6_D2,S6_D2 760;S6_D2 850,2,False,0.9909209773085895,0.9909209773085895,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S6_D5,S6_D5 760;S6_D5 850,2,False,0.9905837034877624,0.9905837034877624,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S6_D7,S6_D7 760;S6_D7 850,2,False,0.992376454161754,0.992376454161754,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S7_D14,S7_D14 760;S7_D14 850,2,True,0.9920475335479538,0.9920475335479538,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,S7_D2,S7_D2 760;S7_D2 850,2,False,0.9827515568619182,0.9827515568619182,False,,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
