model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,robust_variant,robust_se_label,n_trials,n_participants,n_questions,abstractness_term,abstractness_label,abstractness_beta,abstractness_se,abstractness_stat,abstractness_p_value,abstractness_ci_low,abstractness_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high
no_override_continuous,No-override continuous abstractness model,sensitivity_no_override,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ z_abstracness + global_block_order + within_block_position + z_log_total_word_count + z_enem_correctness + C(participant_code),two_way_cluster,Two-way cluster (participant + question),1015,34,30,z_abstracness,z(Abstractness score),8.209665414098269e-09,1.1519464870470995e-08,0.7126776726532611,0.4817406307858445,-1.535028560049537e-08,3.176961642869191e-08,global_block_order,Global block order,3.512081268231594e-09,2.6662749950194447e-09,1.3172239453140058,0.19807704875362683,-1.941063385659399e-09,8.965225922122587e-09,within_block_position,Within-block trial position,-5.173641787559195e-09,1.7789070347164375e-08,-0.29083261163132607,0.7732492194245851,-4.155637576756367e-08,3.120909219244528e-08,z_log_total_word_count,z(log total word count),-4.608384167335585e-08,1.1066444132770241e-08,-4.164286298332378,0.00025565510950653766,-6.871726124670308e-08,-2.345042210000862e-08,z_enem_correctness,z(ENEM correctness),5.549576877306953e-09,1.2512399331080249e-08,0.44352619593286546,0.6606766905592091,-2.0041153128819775e-08,3.114030688343368e-08
