model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,robust_variant,robust_se_label,n_trials,n_participants,n_questions,abstractness_term,abstractness_label,abstractness_beta,abstractness_se,abstractness_stat,abstractness_p_value,abstractness_ci_low,abstractness_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high,quadratic_term,quadratic_label,quadratic_beta,quadratic_se,quadratic_stat,quadratic_p_value,quadratic_ci_low,quadratic_ci_high
quadratic_continuous,Quadratic continuous abstractness model,sensitivity_quadratic,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ z_abstracness + z_abstracness_sq + global_block_order + within_block_position + z_log_total_word_count + z_enem_correctness + C(participant_code),two_way_cluster,Two-way cluster (participant + question),1075,36,30,z_abstracness,z(Abstractness score),1.6281744586589822e-08,1.2080528310258751e-08,1.3477675949621681,0.18816837742467196,-8.42571000617467e-09,4.0989199179354314e-08,global_block_order,Global block order,4.389788470727005e-09,2.4901764733980133e-09,1.762842319659716,0.08846413923094043,-7.031942668080905e-10,9.482771208262101e-09,within_block_position,Within-block trial position,-5.881030684331847e-09,1.7158670372513684e-08,-0.34274396306095,0.734263082727663,-4.097445194978102e-08,2.9212390581117325e-08,z_log_total_word_count,z(log total word count),-4.7355933566557104e-08,1.2169281978820674e-08,-3.8914320211311573,0.000536799941961346,-7.224490979311245e-08,-2.2466957340001746e-08,z_enem_correctness,z(ENEM correctness),5.105131253017766e-09,1.1221908529685654e-08,0.45492540235139217,0.6525503614929866,-1.784624871319715e-08,2.8056511219232685e-08,z_abstracness_sq,Quadratic score term,2.7224673601813083e-08,2.1643194861231906e-08,1.2578860827325882,0.2184676445492782,-1.7040630078832603e-08,7.148997728245876e-08
