model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,robust_variant,robust_se_label,n_trials,n_participants,n_questions,condition_term,condition_label,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high,strength_term,strength_label,strength_beta,strength_se,strength_stat,strength_p_value,strength_ci_low,strength_ci_high
threshold_strength,Threshold-strength benchmark model,sensitivity_threshold,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ condition_abstract + z_threshold_distance + global_block_order + within_block_position + z_log_total_word_count + z_enem_correctness + C(participant_code),two_way_cluster,Two-way cluster (participant + question),1075,36,30,condition_abstract,Binary abstract label,2.183044582338615e-09,5.019215225150057e-08,0.04349374323300411,0.9656060509055425,-1.0047143300486804e-07,1.0483752216954528e-07,global_block_order,Global block order,4.4152462888889106e-09,2.474717255165374e-09,1.7841417154517962,0.08486835604885756,-6.461187972725922e-10,9.476611375050414e-09,within_block_position,Within-block trial position,-5.839508852782558e-09,1.7195014640152827e-08,-0.33960476190270095,0.736601492917053,-4.100726249172891e-08,2.9328244786163794e-08,z_log_total_word_count,z(log total word count),-4.756608866551315e-08,1.2644505932381282e-08,-3.7617989124985325,0.0007607745364916619,-7.342700700854215e-08,-2.170517032248414e-08,z_enem_correctness,z(ENEM correctness),4.766605535110878e-09,1.1168866054111321e-08,0.4267761393159751,0.6726941088347247,-1.807629038776731e-08,2.760950145798907e-08,z_threshold_distance,Distance from 0.5 cutoff,1.558845310736909e-08,2.3066058873943328e-08,0.6758177975943109,0.5045104242529772,-3.1586934228797875e-08,6.276384044353606e-08
