model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,robust_variant,robust_se_label,n_trials,n_participants,n_questions,abstractness_term,abstractness_label,abstractness_beta,abstractness_se,abstractness_stat,abstractness_p_value,abstractness_ci_low,abstractness_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high
primary_continuous,Primary continuous abstractness model,primary,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ z_abstracness + global_block_order + within_block_position + z_log_total_word_count + z_enem_correctness + C(participant_code),two_way_cluster,Two-way cluster (participant + question),1075,36,30,z_abstracness,z(Abstractness score),1.3109527507027382e-08,1.2514578732119252e-08,1.047540455627257,0.30350303339244045,-1.2485659874706411e-08,3.8704714888761175e-08,global_block_order,Global block order,4.585885548328937e-09,2.513775991334726e-09,1.8243015941503977,0.07842635958642827,-5.553636228303652e-10,9.72713471948824e-09,within_block_position,Within-block trial position,-6.079597042553897e-09,1.7211037783242475e-08,-0.3532382601863378,0.7264647406263023,-4.1280121688707334e-08,2.9120927603599543e-08,z_log_total_word_count,z(log total word count),-4.51766026531476e-08,1.1288080813816485e-08,-4.002150888028011,0.00039773396675442564,-6.826332013635452e-08,-2.2089885169940684e-08,z_enem_correctness,z(ENEM correctness),3.5541795597591394e-09,1.1411479443206463e-08,0.31145650986341045,0.7576816587785042,-1.978491645807471e-08,2.689327557759299e-08
