analysis_label,chromophore,roi,test_scope,window_label,window_start_sec,window_end_sec,timepoint_sec,n_included_participants,n_valid_abstract_trials,n_valid_concrete_trials,abstract_mean,concrete_mean,mean_difference_abstract_minus_concrete,t_stat,df,p_value,ci_low,ci_high,cohens_dz,alpha,total_trials_before_filter,total_trials_after_filter,trials_removed_for_fast_answers
Fast-response sensitivity front ROI HbO test,hbo,Front,fast_response_sensitivity,window_7_11_fast_response,7.0,11.0,,36,539,536,2.3661294999266735e-08,-7.116395083411357e-09,3.07776900826781e-08,1.8929609302723671,35,0.06665562904822388,-2.2298758162581068e-09,6.37852559816143e-08,0.3154934883787278,0.05,1075,1075,0
