participant_id,session_id,block,trial_idx_in_block,trial_idx_global,question_id,question_type,question_start_time,answer_time,answer_latency_sec,epoch_start_time,epoch_end_time,baseline_start_time,baseline_end_time,analysis_window_start_sec,analysis_window_end_sec,source_log,included_step5_analysis,front_roi_mean,back_roi_mean,front_n_channels,back_n_channels,front_channels_used,back_channels_used
PID001,2025-11-06_008,C2,2,20,2017_CH_75,Concrete,3025.922155,3145.510973,119.58881799999972,3022.422155,3039.122155,3023.922155,3025.922155,7.0,11.0,enem_blocks_PID01_20251106_124958.csv,True,8.440376134124598e-08,-1.0552161782144937e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo
PID001,2025-11-06_008,C2,3,21,2017_CH_68,Concrete,3150.196522,3220.717678,70.52115599999979,3146.696522,3163.396522,3148.196522,3150.196522,7.0,11.0,enem_blocks_PID01_20251106_124958.csv,True,-9.213449856610034e-08,-2.077653653902517e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo
PID001,2025-11-06_008,C3,1,22,2020_CH_56,Concrete,3365.147662,3442.882146,77.73448400000007,3361.647662,3378.3476619999997,3363.147662,3365.147662,7.0,11.0,enem_blocks_PID01_20251106_124958.csv,True,2.5900529022535993e-08,-1.5517828213519681e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo
PID001,2025-11-06_008,C3,2,23,2021_CH_76,Concrete,3447.874161,3531.333775,83.45961399999987,3444.374161,3461.074161,3445.874161,3447.874161,7.0,11.0,enem_blocks_PID01_20251106_124958.csv,True,-1.192097575833239e-07,-8.891359861456429e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo
PID001,2025-11-06_008,C3,3,24,2021_LC_26,Concrete,3536.743587,3693.991195,157.24760800000013,3533.243587,3549.9435869999998,3534.743587,3536.743587,7.0,11.0,enem_blocks_PID01_20251106_124958.csv,True,1.119971049527147e-07,1.6870931044868478e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo
PID001,2025-11-06_008,C4,1,25,2020_CH_59,Concrete,3789.297537,3883.712868,94.41533100000015,3785.797537,3802.4975369999997,3787.297537,3789.297537,7.0,11.0,enem_blocks_PID01_20251106_124958.csv,True,3.36170876462009e-08,-2.0767690877886942e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo
PID001,2025-11-06_008,C4,2,26,2020_CH_84,Concrete,3888.611489,3955.967816,67.35632699999996,3885.111489,3901.8114889999997,3886.611489,3888.611489,7.0,11.0,enem_blocks_PID01_20251106_124958.csv,True,2.5901057416747414e-07,-6.144958174020982e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo
PID001,2025-11-06_008,C4,3,27,2020_CH_78,Concrete,3959.569235,4021.490241,61.921006000000034,3956.069235,3972.7692349999998,3957.569235,3959.569235,7.0,11.0,enem_blocks_PID01_20251106_124958.csv,True,-5.1593313321805566e-08,-3.196407352557612e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo
PID001,2025-11-06_008,C5,1,28,2017_CH_69,Concrete,4211.497204,4288.081098,76.58389399999942,4207.997204,4224.697204,4209.497204,4211.497204,7.0,11.0,enem_blocks_PID01_20251106_124958.csv,True,7.489066538425846e-08,6.940140575426634e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo
PID001,2025-11-06_008,C5,2,29,2018_CH_77,Concrete,4292.85089,4341.006578,48.15568800000074,4289.35089,4306.0508899999995,4290.85089,4292.85089,7.0,11.0,enem_blocks_PID01_20251106_124958.csv,True,-1.1743576412950916e-07,-5.4216097941009104e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo
