model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,condition_term,condition_label,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,condition_order_term,condition_order_label,condition_order_beta,condition_order_se,condition_order_stat,condition_order_p_value,condition_order_ci_low,condition_order_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high,target_term,target_label,target_beta,target_se,target_stat,target_p_value,target_ci_low,target_ci_high
primary_front_block_adjusted,Primary front ROI model adjusted for block structure and item covariates,primary,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ condition_abstract + global_block_order + within_block_position + condition_order_abstract_first + z_log_total_word_count + z_enem_correctness,MixedLM,False,True,lbfgs,1075,36,30,4.6005490615367845e-14,7.622348845077776e-15,6.294673755357452e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,condition_abstract,Adjusted abstract vs concrete effect,3.020465314040657e-08,2.2756356298179225e-08,1.3273062147837478,0.18440740886655838,-1.439698562338594e-08,7.480629190419908e-08,global_block_order,Global block order,4.424709283769129e-09,3.609420638283172e-09,1.2258779807591922,0.22024459610733338,-2.6496251723214616e-09,1.149904373985972e-08,within_block_position,Within-block trial position,-6.164806373825348e-09,1.234919797810892e-08,-0.49920702419327384,0.6176335466723025,-3.0368789648873687e-08,1.803917690122299e-08,condition_order_abstract_first,Abstract-first order,3.790144587051691e-09,3.684838302425845e-08,0.1028578264765789,0.9180758097004631,-6.843135902903199e-08,7.601164820313536e-08,z_log_total_word_count,z(log total word count),-4.611435212191113e-08,1.0314113976531805e-08,-4.470995010025806,7.785651522719072e-06,-6.632964404835467e-08,-2.589906019546759e-08,z_enem_correctness,z(ENEM correctness),3.2866711883672045e-09,1.0898498044012117e-08,0.3015710215384198,0.7629791015173129,-1.8073992463476773e-08,2.464733484021118e-08,condition_abstract,Adjusted abstract vs concrete effect,3.020465314040657e-08,2.2756356298179225e-08,1.3273062147837478,0.18440740886655838,-1.439698562338594e-08,7.480629190419908e-08
