model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,condition_term,condition_label,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,block_half_term,block_half_label,block_half_beta,block_half_se,block_half_stat,block_half_p_value,block_half_ci_low,block_half_ci_high,condition_x_block_half_term,condition_x_block_half_label,condition_x_block_half_beta,condition_x_block_half_se,condition_x_block_half_stat,condition_x_block_half_p_value,condition_x_block_half_ci_low,condition_x_block_half_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high,target_term,target_label,target_beta,target_se,target_stat,target_p_value,target_ci_low,target_ci_high
early_vs_late_sensitivity,Early versus late block-half interaction model,sensitivity,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ condition_abstract + block_half + condition_abstract:block_half + z_log_total_word_count + z_enem_correctness,MixedLM,False,True,lbfgs,1075,36,30,4.60502209331828e-14,7.623267405862584e-15,6.301900014942528e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,condition_abstract,Condition main effect,3.548978931752741e-08,4.342167057673877e-08,0.8173289706762109,0.4137404550413514,-4.961512116144313e-08,1.2059469979649795e-07,block_half,Late-session half,2.0343788350336508e-08,4.244186724339542e-08,0.47933301882476204,0.6317017359312915,-6.284074288334877e-08,1.0352831958402178e-07,condition_abstract:block_half,Condition x late-session half,-7.685301319523324e-09,7.37125597886219e-08,-0.10426040476089408,0.9169626990368182,-1.5215926371347764e-07,1.3678866107443102e-07,z_log_total_word_count,z(log total word count),-4.6246550018698986e-08,1.03191048764131e-08,-4.481643570113049,7.407037742785056e-06,-6.64716239291603e-08,-2.6021476108237663e-08,z_enem_correctness,z(ENEM correctness),3.449383294432893e-09,1.0902747692351904e-08,0.3163774299622267,0.7517160460992908,-1.7919609515104024e-08,2.4818376103969812e-08,condition_abstract:block_half,Condition x late-half,-7.685301319523324e-09,7.37125597886219e-08,-0.10426040476089408,0.9169626990368182,-1.5215926371347764e-07,1.3678866107443102e-07
