model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,condition_term,condition_label,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,condition_order_term,condition_order_label,condition_order_beta,condition_order_se,condition_order_stat,condition_order_p_value,condition_order_ci_low,condition_order_ci_high,condition_x_order_term,condition_x_order_label,condition_x_order_beta,condition_x_order_se,condition_x_order_stat,condition_x_order_p_value,condition_x_order_ci_low,condition_x_order_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high,target_term,target_label,target_beta,target_se,target_stat,target_p_value,target_ci_low,target_ci_high
condition_by_order_condition,Condition by condition-order interaction model,secondary_interaction,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ condition_abstract + condition_order_abstract_first + condition_abstract:condition_order_abstract_first + global_block_order + within_block_position + z_log_total_word_count + z_enem_correctness,MixedLM,False,True,lbfgs,1075,36,30,4.599415481706551e-14,7.621602650285565e-15,6.292900667993863e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,condition_abstract,Condition main effect,9.850168966362904e-09,4.4530353110236215e-08,0.2212012319322624,0.8249357500748496,-7.742771934855125e-08,9.712805728127707e-08,condition_order_abstract_first,Abstract-first order,-1.8238030391927446e-08,5.544105382119478e-08,-0.3289625491381832,0.7421839954556779,-1.2690049914641596e-07,9.042443836256106e-08,condition_abstract:condition_order_abstract_first,Condition x abstract-first order,4.396998582007392e-08,8.268953285743512e-08,0.5317479044884978,0.5949006084391242,-1.1809852047894036e-07,2.060384921190882e-07,global_block_order,Global block order,7.685156654402714e-09,7.114812099323739e-09,1.080162982116307,0.2800696094881585,-6.25961881704163e-09,2.1629932125847057e-08,within_block_position,Within-block trial position,-6.18095005303695e-09,1.2347588349567682e-08,-0.5005795365095208,0.6166670671706906,-3.0381778514115974e-08,1.8019878408042074e-08,z_log_total_word_count,z(log total word count),-4.603926917096616e-08,1.0313704670460676e-08,-4.463892523782121,8.048394700645597e-06,-6.625375887225163e-08,-2.5824779469680686e-08,z_enem_correctness,z(ENEM correctness),3.2198807309646514e-09,1.0897768008136143e-08,0.2954624037289771,0.7676406684677349,-1.8139352076854993e-08,2.4579113538784295e-08,condition_abstract:condition_order_abstract_first,Condition x abstract-first order,4.396998582007392e-08,8.268953285743512e-08,0.5317479044884978,0.5949006084391242,-1.1809852047894036e-07,2.060384921190882e-07
