model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,condition_term,condition_label,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,condition_order_term,condition_order_label,condition_order_beta,condition_order_se,condition_order_stat,condition_order_p_value,condition_order_ci_low,condition_order_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high,target_term,target_label,target_beta,target_se,target_stat,target_p_value,target_ci_low,target_ci_high
back_block_adjusted,Secondary back ROI block-adjusted model,secondary_benchmark,back_roi_mean_variable_lag4,Back ROI HbO variable window,back_roi_mean_variable_lag4 ~ condition_abstract + global_block_order + within_block_position + condition_order_abstract_first + z_log_total_word_count + z_enem_correctness,MixedLM,False,True,lbfgs,1075,36,30,2.186611606254493e-14,1.94413219157781e-15,4.336485188102265e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,condition_abstract,Adjusted abstract vs concrete effect,1.3911694621917483e-08,1.7608001747776066e-08,0.7900779896091596,0.42948222320911567,-2.0599354643441933e-08,4.84227438872769e-08,global_block_order,Global block order,1.1735273624856366e-09,2.792826412621757e-09,0.420193448895376,0.6743441401171372,-4.300311821325207e-09,6.64736654629648e-09,within_block_position,Within-block trial position,-1.4620877484340567e-08,9.554758129638349e-09,-1.5302195289472988,0.12596239902325207,-3.334785929942302e-08,4.1061043307418836e-09,condition_order_abstract_first,Abstract-first order,-1.480342715839411e-08,2.2305044170687245e-08,-0.6636806923632287,0.506894699394852,-5.8520510406516186e-08,2.891365608972797e-08,z_log_total_word_count,z(log total word count),-1.586989335300083e-08,7.980686431892954e-09,-1.9885373881600583,0.04675228825497552,-3.151175133141849e-08,-2.280353745831702e-10,z_enem_correctness,z(ENEM correctness),-1.3689311521297685e-08,8.432773557174672e-09,-1.6233462725499974,0.10451540307476682,-3.021724398314176e-08,2.83862094054639e-09,condition_abstract,Adjusted abstract vs concrete effect,1.3911694621917483e-08,1.7608001747776066e-08,0.7900779896091596,0.42948222320911567,-2.0599354643441933e-08,4.84227438872769e-08
