model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,condition_term,condition_label,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,condition_x_position_term,condition_x_position_label,condition_x_position_beta,condition_x_position_se,condition_x_position_stat,condition_x_position_p_value,condition_x_position_ci_low,condition_x_position_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,condition_order_term,condition_order_label,condition_order_beta,condition_order_se,condition_order_stat,condition_order_p_value,condition_order_ci_low,condition_order_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high,target_term,target_label,target_beta,target_se,target_stat,target_p_value,target_ci_low,target_ci_high
condition_by_position,Condition by within-block position interaction model,secondary_interaction,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ condition_abstract + within_block_position + condition_abstract:within_block_position + global_block_order + condition_order_abstract_first + z_log_total_word_count + z_enem_correctness,MixedLM,False,True,lbfgs,1075,36,30,4.594596942207849e-14,7.631782064893964e-15,6.283731270900654e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,condition_abstract,Condition main effect,9.230796050686957e-08,5.408514494957195e-08,1.7067155980248534,0.08787492659639652,-1.369697569291985e-08,1.98312896706659e-07,within_block_position,Within-block trial position,9.527082953821612e-09,1.7493074342994392e-08,0.5446202746881372,0.5860147075113742,-2.475871273732907e-08,4.381287864497229e-08,condition_abstract:within_block_position,Condition x within-block position,-3.1250748031138525e-08,2.4693758803544527e-08,-1.2655322456074534,0.20568059678027462,-7.964962592900468e-08,1.7148129866727642e-08,global_block_order,Global block order,4.431729650598654e-09,3.6066254241782835e-09,1.2287745827135232,0.21915633377512977,-2.6371262865172774e-09,1.1500585587714586e-08,condition_order_abstract_first,Abstract-first order,3.787168040078651e-09,3.685453697912005e-08,0.10275988658395768,0.9181535425363484,-6.844639710589624e-08,7.602073318605355e-08,z_log_total_word_count,z(log total word count),-4.556872633667764e-08,1.0315128423978406e-08,-4.417659622225275,9.97753816079654e-06,-6.578600654358072e-08,-2.5351446129774553e-08,z_enem_correctness,z(ENEM correctness),3.3292121893897007e-09,1.089009736056854e-08,0.30571004823559195,0.7598254219900246,-1.8014986425459337e-08,2.4673410804238742e-08,condition_abstract:within_block_position,Condition x within-block position,-3.1250748031138525e-08,2.4693758803544527e-08,-1.2655322456074534,0.20568059678027462,-7.964962592900468e-08,1.7148129866727642e-08
