model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,formula,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,condition_term,condition_label,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,global_block_order_term,global_block_order_label,global_block_order_beta,global_block_order_se,global_block_order_stat,global_block_order_p_value,global_block_order_ci_low,global_block_order_ci_high,condition_x_block_order_term,condition_x_block_order_label,condition_x_block_order_beta,condition_x_block_order_se,condition_x_block_order_stat,condition_x_block_order_p_value,condition_x_block_order_ci_low,condition_x_block_order_ci_high,within_block_position_term,within_block_position_label,within_block_position_beta,within_block_position_se,within_block_position_stat,within_block_position_p_value,within_block_position_ci_low,within_block_position_ci_high,condition_order_term,condition_order_label,condition_order_beta,condition_order_se,condition_order_stat,condition_order_p_value,condition_order_ci_low,condition_order_ci_high,wordcount_term,wordcount_label,wordcount_beta,wordcount_se,wordcount_stat,wordcount_p_value,wordcount_ci_low,wordcount_ci_high,correctness_term,correctness_label,correctness_beta,correctness_se,correctness_stat,correctness_p_value,correctness_ci_low,correctness_ci_high,target_term,target_label,target_beta,target_se,target_stat,target_p_value,target_ci_low,target_ci_high
condition_by_block_order,Condition by global block order interaction model,secondary_interaction,front_roi_mean_variable_lag4,Front ROI HbO variable window,front_roi_mean_variable_lag4 ~ condition_abstract + global_block_order + condition_abstract:global_block_order + within_block_position + condition_order_abstract_first + z_log_total_word_count + z_enem_correctness,MixedLM,False,True,lbfgs,1075,36,30,4.600545313108367e-14,7.622327860875212e-15,6.294677742961707e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,condition_abstract,Condition main effect,3.072282376131506e-08,8.140348722889801e-08,0.37741409867277215,0.7058658910464384,-1.2882507942329128e-07,1.902707269459214e-07,global_block_order,Global block order,4.4718948449073706e-09,7.980139417927074e-09,0.5603780348575655,0.575221610603838,-1.1168891005838124e-08,2.0112680695652867e-08,condition_abstract:global_block_order,Condition x global block order,-9.441691868503534e-11,1.4241333491837304e-08,-0.006629780753266695,0.9947102390465081,-2.80069176545102e-08,2.7818083817140127e-08,within_block_position,Within-block trial position,-6.164957615855861e-09,1.2349219251157039e-08,-0.4992184113403158,0.6176255254786487,-3.036898258531235e-08,1.8039067353600632e-08,condition_order_abstract_first,Abstract-first order,3.553708720615207e-09,5.127987344773744e-08,0.06930026307956895,0.9447506163356516,-9.6952996368722e-08,1.0406041380995241e-07,z_log_total_word_count,z(log total word count),-4.611566758823995e-08,1.0316022447639697e-08,-4.470295389749873,7.811164003806387e-06,-6.63347000493205e-08,-2.5896635127159405e-08,z_enem_correctness,z(ENEM correctness),3.2892778333329043e-09,1.0905587510932344e-08,0.3016139964981764,0.7629463369639334,-1.8085280918344303e-08,2.466383658501011e-08,condition_abstract:global_block_order,Condition x global block order,-9.441691868503534e-11,1.4241333491837304e-08,-0.006629780753266695,0.9947102390465081,-2.80069176545102e-08,2.7818083817140127e-08
