participant_id,session_id,block,trial_idx_in_block,trial_idx_global,question_id,question_type,question_start_time,answer_time,question_window_duration_sec,baseline_start_time,baseline_end_time,source_log,session_primary_candidate,front_roi_mean,back_roi_mean,front_n_channels,back_n_channels,front_channels_used,back_channels_used,included_primary_analysis
PID002,2025-11-06_PID002,C1,2,2,2021_CH_76,Concrete,321.715927,466.973954,145.25802699999997,319.715927,321.715927,enem_blocks_PID002_20251106_162601.csv,True,-3.8069246745400543e-07,-1.121778015786879e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C1,3,3,2020_CH_78,Concrete,471.626908,545.412505,73.785597,469.626908,471.626908,enem_blocks_PID002_20251106_162601.csv,True,-2.8866417212495476e-07,-2.562154860757024e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C2,1,4,2018_LC_44,Concrete,682.97,764.895075,81.92507499999999,680.97,682.97,enem_blocks_PID002_20251106_162601.csv,True,-3.668214158606424e-08,-2.1026559553278495e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C2,2,5,2020_CH_70,Concrete,770.335078,865.245725,94.91064700000004,768.335078,770.335078,enem_blocks_PID002_20251106_162601.csv,True,-5.164856415174898e-07,-9.766981631662204e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C2,3,6,2021_CH_46,Concrete,869.280842,973.662512,104.38166999999999,867.280842,869.280842,enem_blocks_PID002_20251106_162601.csv,True,-3.6620102023128386e-07,-3.2570910109264814e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C3,1,7,2021_LC_26,Concrete,1103.796347,1291.178104,187.3817570000001,1101.796347,1103.796347,enem_blocks_PID002_20251106_162601.csv,True,-3.7123124803044564e-07,-7.203751158062058e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C3,2,8,2017_CH_47,Concrete,1295.990586,1342.420205,46.429619,1293.990586,1295.990586,enem_blocks_PID002_20251106_162601.csv,True,-4.636250502273975e-07,-1.2182647821621814e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C3,3,9,2020_CH_59,Concrete,1346.263662,1411.376858,65.11319600000002,1344.263662,1346.263662,enem_blocks_PID002_20251106_162601.csv,True,3.693489283213301e-07,9.050364520113127e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C4,1,10,2017_CH_75,Concrete,1526.077433,1615.711807,89.63437399999998,1524.077433,1526.077433,enem_blocks_PID002_20251106_162601.csv,True,-1.019577134990861e-07,-3.045957360864659e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C4,2,11,2020_CH_84,Concrete,1619.513666,1699.131545,79.6178789999999,1617.513666,1619.513666,enem_blocks_PID002_20251106_162601.csv,True,-1.2246161544111423e-07,-1.317932248212376e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C4,3,12,2020_CH_82,Concrete,1703.306075,1765.020963,61.71488799999997,1701.306075,1703.306075,enem_blocks_PID002_20251106_162601.csv,True,-3.2068886294845046e-08,5.2546854614161396e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C5,1,13,2017_CH_68,Concrete,1947.892999,2062.75919,114.8661910000003,1945.892999,1947.892999,enem_blocks_PID002_20251106_162601.csv,True,-4.1696725617564293e-07,-2.0403668035232578e-07,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C5,2,14,2020_CH_56,Concrete,2066.573247,2097.503395,30.930148000000372,2064.573247,2066.573247,enem_blocks_PID002_20251106_162601.csv,True,-7.91576363518145e-08,-9.937845969316028e-09,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,C5,3,15,2017_CH_69,Concrete,2102.576057,2196.486411,93.91035399999964,2100.576057,2102.576057,enem_blocks_PID002_20251106_162601.csv,True,-1.2922248258428885e-07,2.4563559299542242e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,A1,1,16,2019_CH_56,Abstract,2371.152154,2472.194161,101.04200700000001,2369.152154,2371.152154,enem_blocks_PID002_20251106_162601.csv,True,-4.017700775855838e-08,9.998994858882838e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,A1,2,17,2021_CH_65,Abstract,2477.050044,2529.951474,52.90142999999989,2475.050044,2477.050044,enem_blocks_PID002_20251106_162601.csv,True,1.0789114215651084e-07,-4.538672818903039e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
PID002,2025-11-06_PID002,A1,3,18,2020_CH_77,Abstract,2533.726853,2627.419573,93.69272000000001,2531.726853,2533.726853,enem_blocks_PID002_20251106_162601.csv,True,-2.6313002867185955e-08,-3.823319165033542e-08,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,True
