n_included_participants,primary_p_value,primary_significant,conclusion_text
36,0.1841851783948605,False,"The pre-specified primary analysis did not show a statistically significant front-versus-back dissociation between abstract and concrete questions (t(35)=1.3547, p=0.184185, mean dissociation=0.0000, 95% CI [-0.0000, 0.0000], d=0.2258). In this dataset, the abstract-versus-concrete contrast was not significantly different between the front and back left-lateral ROIs."
