model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,covariate_set,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,condition_term,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,covariate_1_name,covariate_1_beta,covariate_1_se,covariate_1_stat,covariate_1_p_value,covariate_1_ci_low,covariate_1_ci_high,covariate_2_name,covariate_2_beta,covariate_2_se,covariate_2_stat,covariate_2_p_value,covariate_2_ci_low,covariate_2_ci_high
back_wordcount,Secondary back ROI mixed model adjusted for log word count,secondary,back_roi_mean,Back ROI HbO (7-11 s),z_log_total_word_count,MixedLM,False,True,lbfgs,1075,36,30,condition_abstract,1.0112775721216498e-08,1.5968316134853974e-08,0.6333025746617946,0.5265360722977752,-2.1184548796847134e-08,4.141010023928013e-08,2.7238632589573978e-14,3.899597550156993e-15,3.8804102998594694e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,z_log_total_word_count,1.3115482396316204e-09,7.983777269328833e-09,0.16427665694910817,0.8695133570907011,-1.4336367668842432e-08,1.6959464148105672e-08,,,,,,,
