n_included_participants,n_included_questions,n_included_trials,primary_model_type,primary_model_fallback_used,condition_beta,condition_se,condition_p_value,condition_ci_low,condition_ci_high,conclusion_text
36,30,1075,MixedLM,False,3.600237579659939e-08,1.8536028342553326e-08,0.052101785525518744,-3.2757217121880047e-10,7.233232376441758e-08,"In the trial-level mixed-effects analysis adjusted for log word count, the abstract-versus-concrete effect in the left frontal ROI was not statistically significant (beta=3.600e-08, SE=1.854e-08, p=0.052102, 95% CI [-3.276e-10, 7.233e-08]). This suggests that, after accounting for participant differences, question differences, and question length, the current data do not provide statistically significant evidence for a frontal condition effect."
