model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,covariate_set,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,condition_term,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,covariate_1_name,covariate_1_beta,covariate_1_se,covariate_1_stat,covariate_1_p_value,covariate_1_ci_low,covariate_1_ci_high,covariate_2_name,covariate_2_beta,covariate_2_se,covariate_2_stat,covariate_2_p_value,covariate_2_ci_low,covariate_2_ci_high
primary_front_wordcount,Primary front ROI mixed model adjusted for log word count,primary,front_roi_mean,Front ROI HbO (7-11 s),z_log_total_word_count,MixedLM,False,True,lbfgs,1075,36,30,condition_abstract,3.600237579659939e-08,1.8536028342553326e-08,1.9422917968866296,0.052101785525518744,-3.2757217121880047e-10,7.233232376441758e-08,2.996293227713391e-14,2.911799045141446e-15,5.902877216514728e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,z_log_total_word_count,-1.200159110847342e-08,9.267666773241932e-09,-1.2949959684701884,0.19532162023463195,-3.0165884204746144e-08,6.162701987799302e-09,,,,,,,
