model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,covariate_set,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,condition_term,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,covariate_1_name,covariate_1_beta,covariate_1_se,covariate_1_stat,covariate_1_p_value,covariate_1_ci_low,covariate_1_ci_high,covariate_2_name,covariate_2_beta,covariate_2_se,covariate_2_stat,covariate_2_p_value,covariate_2_ci_low,covariate_2_ci_high
front_sentencecount,Alternative front ROI mixed model adjusted for sentence count,alternative,front_roi_mean,Front ROI HbO (7-11 s),z_sentence_count,MixedLM,False,True,lbfgs,1075,36,30,condition_abstract,3.159393137566296e-08,1.8211057838605292e-08,1.7348762304563967,0.08276273015099898,-4.099086108379252e-09,6.728694885970518e-08,2.9996950619935725e-14,2.9080550117840676e-15,5.910674932955825e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,z_sentence_count,-5.530568192699588e-09,9.105379875340123e-09,-0.6073956571189183,0.5435883698917199,-2.3376784813922034e-08,1.2315648428522858e-08,,,,,,,
