model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,covariate_set,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,condition_term,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,covariate_1_name,covariate_1_beta,covariate_1_se,covariate_1_stat,covariate_1_p_value,covariate_1_ci_low,covariate_1_ci_high,covariate_2_name,covariate_2_beta,covariate_2_se,covariate_2_stat,covariate_2_p_value,covariate_2_ci_low,covariate_2_ci_high
front_wordcount_rt,Sensitivity front ROI mixed model adjusted for log word count and log response time,sensitivity_behavior,front_roi_mean,Front ROI HbO (7-11 s),z_log_total_word_count;z_log_response_time_sec,MixedLM,False,True,lbfgs,1075,36,30,condition_abstract,3.591637046378005e-08,1.8530317897695324e-08,1.9382490177487501,0.052592849072595795,-4.023852377807561e-10,7.223512616534085e-08,2.997132341053712e-14,3.032340677092327e-15,5.894947847094087e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,z_log_total_word_count,-1.088120018195212e-08,9.808205700960393e-09,-1.1093976323199115,0.2672586833331799,-3.0104930108794925e-08,8.342529744890688e-09,z_log_response_time_sec,-3.6731451161532094e-09,1.0563629741186157e-08,-0.3477161928377815,0.7280533345334221,-2.437747895489425e-08,1.703118872258783e-08
front_wordcount_participant_correct,Sensitivity front ROI mixed model adjusted for log word count and participant correctness,sensitivity_behavior,front_roi_mean,Front ROI HbO (7-11 s),z_log_total_word_count;participant_correct,MixedLM,False,True,lbfgs,1075,36,30,condition_abstract,3.3593008607718e-08,1.86804378882216e-08,1.798298776973482,0.07212967346048876,-3.019976868633805e-09,7.020599408406981e-08,2.994153871327442e-14,2.9297173039073333e-15,5.895590982888471e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,z_log_total_word_count,-1.2081197113576094e-08,9.263095911139422e-09,-1.3042288700743925,0.19215555919756622,-3.02365314847496e-08,6.074137257597409e-09,participant_correct,1.8876041096331273e-08,1.876673211922582e-08,1.0058246143447356,0.31449994464127473,-1.7906077964862377e-08,5.565816015752492e-08
