model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,covariate_set,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,condition_term,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,covariate_1_name,covariate_1_beta,covariate_1_se,covariate_1_stat,covariate_1_p_value,covariate_1_ci_low,covariate_1_ci_high,covariate_2_name,covariate_2_beta,covariate_2_se,covariate_2_stat,covariate_2_p_value,covariate_2_ci_low,covariate_2_ci_high
front_sentencelength,Alternative front ROI mixed model adjusted for sentence length,alternative,front_roi_mean,Front ROI HbO (7-11 s),z_sentence_length,MixedLM,False,True,lbfgs,1075,36,30,condition_abstract,3.195391991238709e-08,1.825920680946041e-08,1.7500168679743096,0.08011540312339857,-3.833467820423823e-09,6.7741307645198e-08,3.000268817249812e-14,2.9076968806587013e-15,5.911947730645348e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,z_sentence_length,-3.559415119892974e-09,9.130060268365014e-09,-0.38985669483761076,0.6966425176605676,-2.14540044225685e-08,1.4335174182782555e-08,,,,,,,
