participant_id,folder_name,timestamp_raw,timestamp_iso,question_id,raw_value,raw_key_present,source_json,source_json_full_path
PID002,PID002,20251106_162601,2025-11-06 16:26:01,other_languages,"english, german",True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,parent_a_edu,PhD,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,parent_b_edu,Bachelor,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,primary_school_langs,Portuguese,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,programme_name,,False,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,study_level,,False,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,year_in_programme,,False,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID002,PID002,20251106_162601,2025-11-06 16:26:01,years_in_luxembourg,4,True,socio_PID002_20251106_162601.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 05-11-25/PID002/socio_PID002_20251106_162601.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,affiliation,PhD candidate,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,age,29,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,country_of_birth,Uuguay,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,country_secondary_ed,Uruguay,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,degree_field,Conomics,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,department_unit,Living Conditions,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,employee_role,,False,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,first_gen_he,Yes,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,first_language,Spanish,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,gender,male,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,highest_degree,Master,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,living_arrangement,With couple,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,nationality,Uruguayan,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,other_languages,English,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,parent_a_edu,Highschool,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,parent_b_edu,School\,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,primary_school_langs,Spanish,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,programme_name,,False,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,study_level,,False,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,year_in_programme,,False,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
PID003,PID003,20251111_140525,2025-11-11 14:05:25,years_in_luxembourg,2,True,socio_PID003_20251111_140525.json,/home/thiago/Documents/fnirs/simple/sessions/Sessions 11-11-25/PID003/socio_PID003_20251111_140525.json
