model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,covariate_set,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,condition_term,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,covariate_1_name,covariate_1_beta,covariate_1_se,covariate_1_stat,covariate_1_p_value,covariate_1_ci_low,covariate_1_ci_high,covariate_2_name,covariate_2_beta,covariate_2_se,covariate_2_stat,covariate_2_p_value,covariate_2_ci_low,covariate_2_ci_high,mean_window_duration_sec,median_window_duration_sec,min_window_duration_sec,max_window_duration_sec
front_rt_sensitivity,Response-time sensitivity front ROI duration-aware model,sensitivity_rt,front_roi_mean_variable_lag4,Front ROI HbO variable window,z_log_total_word_count;z_enem_correctness;z_log_response_time_sec,MixedLM,False,True,lbfgs,1075,36,30,condition_abstract,3.775260972819126e-08,2.2239243204851146e-08,1.6975671959896599,0.08958947859113081,-5.835505996744113e-09,8.134072545312662e-08,4.58922376330316e-14,7.911275969387465e-15,6.304932459571504e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,z_log_total_word_count,-4.2750828073448075e-08,1.0913611330424693e-08,-3.9172027277779615,8.958241066489973e-05,-6.414111322234873e-08,-2.1360542924547412e-08,z_enem_correctness,1.146217957112165e-09,1.1140517477654194e-08,0.10288731734511122,0.9180524035708242,-2.0688795068229065e-08,2.298123098245339e-08,90.01275449116278,82.80123800000001,13.942835999999943,332.15578800000003
