model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,covariate_set,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,condition_term,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,covariate_1_name,covariate_1_beta,covariate_1_se,covariate_1_stat,covariate_1_p_value,covariate_1_ci_low,covariate_1_ci_high,covariate_2_name,covariate_2_beta,covariate_2_se,covariate_2_stat,covariate_2_p_value,covariate_2_ci_low,covariate_2_ci_high,mean_window_duration_sec,median_window_duration_sec,min_window_duration_sec,max_window_duration_sec
back_variable_window,Secondary back ROI duration-aware model adjusted for log word count and ENEM correctness,secondary,back_roi_mean_variable_lag4,Back ROI HbO variable window,z_log_total_word_count;z_enem_correctness,MixedLM,False,True,lbfgs,1075,36,30,condition_abstract,1.5323884386936593e-08,1.7190196014019494e-08,0.8914316261687285,0.3726976573108307,-1.8368280687725607e-08,4.9016049461598796e-08,2.1941811564277435e-14,1.995456794933707e-15,4.3443601132903193e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,z_log_total_word_count,-1.5954248324187128e-08,7.989702137522276e-09,-1.996851453230117,0.045841322211223785,-3.1613776760933473e-08,-2.9471988744078313e-10,z_enem_correctness,-1.3456580728030388e-08,8.441470780963994e-09,-1.5941038093001232,0.11091278587398781,-3.000155943526702e-08,3.088397979206243e-09,90.01275449116278,82.80123800000001,13.942835999999943,332.15578800000003
