model_id,analysis_label,analysis_scope,outcome_variable,outcome_label,covariate_set,model_type,fallback_used,converged,optimizer,n_trials,n_participants,n_questions,condition_term,condition_beta,condition_se,condition_stat,condition_p_value,condition_ci_low,condition_ci_high,residual_variance,participant_random_intercept_variance,question_random_intercept_variance,warning_count,warnings,covariate_1_name,covariate_1_beta,covariate_1_se,covariate_1_stat,covariate_1_p_value,covariate_1_ci_low,covariate_1_ci_high,covariate_2_name,covariate_2_beta,covariate_2_se,covariate_2_stat,covariate_2_p_value,covariate_2_ci_low,covariate_2_ci_high,mean_window_duration_sec,median_window_duration_sec,min_window_duration_sec,max_window_duration_sec
front_sentencelength,Alternative front ROI duration-aware model adjusted for sentence length and ENEM correctness,alternative,front_roi_mean_variable_lag4,Front ROI HbO variable window,z_sentence_length;z_enem_correctness,MixedLM,False,True,lbfgs,1075,36,30,condition_abstract,1.8000696630432547e-08,2.2290255192762502e-08,0.8075590196148698,0.41934448587040907,-2.568740075358888e-08,6.168879401445397e-08,4.680795717202845e-14,7.551427896189897e-15,6.437644062712628e-14,1,lbfgs: The MLE may be on the boundary of the parameter space.,z_sentence_length,-8.065079381159087e-09,1.0732098513185975e-08,-0.7514913668794543,0.4523569944510212,-2.909960594553946e-08,1.2969447183221285e-08,z_enem_correctness,5.951769755540798e-09,1.1517958846424171e-08,0.5167382376425633,0.605338899643207,-1.6623014758865086e-08,2.8526554269946682e-08,90.01275449116278,82.80123800000001,13.942835999999943,332.15578800000003
