participant_id,participant_folder,timestamp_raw,timestamp_iso,source_log,source_log_full_path,phase,block,trial_idx_in_block,question_number,question_year,question_field,question_type_log,t_abs,rt_from_phase,choice,correct_raw,button_click_time,option_view_time,marker_name,marker_code,note
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,C5,2,69,2017,CH,concrete,2049.207931,12.285019199945964,D,,,12.285009,ANS_D,24,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,C5,3,77,2018,CH,concrete,2052.981348,3.266120000043884,,,,,ITI,99,ITI duration: 3.25s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,C5,3,77,2018,CH,concrete,2052.994101,3.759993705898523e-05,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,C5,3,77,2018,CH,concrete,2053.217847,0.22378340002615005,,,0.223773,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,C5,3,77,2018,CH,concrete,2053.342569,5.540007259696722e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,C5,3,77,2018,CH,concrete,2056.082703,2.7401898000389338,,,2.740177,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_options_on,C5,3,77,2018,CH,concrete,2056.218788,4.710000939667225e-05,,,,,Q_OPTIONS_ON,15,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,C5,3,77,2018,CH,concrete,2095.600853,39.38211200002115,A,,,39.382095,ANS_A,21,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,block_end,C5,-1,,,,,2409.847177,,,,,,BLK_OFF,92,C5 end (actual 420.0s)
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,block_start,A1,-1,,,,,2411.014354,,,,,,BLK_ON,91,A1 start (target 420s)
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,A1,1,51,2021,CH,abstract,2415.881065,4.8666438000509515,,,,,ITI,99,ITI duration: 4.86s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,A1,1,51,2021,CH,abstract,2415.917524,3.799994010478258e-05,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A1,1,51,2021,CH,abstract,2417.071955,1.1544687999412417,,,1.154461,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,A1,1,51,2021,CH,abstract,2417.196734,3.800005652010441e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A1,1,51,2021,CH,abstract,2419.088693,1.8919971999712288,,,1.891986,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_options_on,A1,1,51,2021,CH,abstract,2419.22414,3.4800032153725624e-05,,,,,Q_OPTIONS_ON,15,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,A1,1,51,2021,CH,abstract,2453.167432,33.94332750001922,A,,,33.943315,ANS_A,21,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,A1,2,51,2022,CH,abstract,2457.441599,3.7672028999077156,,,,,ITI,99,ITI duration: 3.76s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,A1,2,51,2022,CH,abstract,2457.500551,3.77000542357564e-05,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A1,2,51,2022,CH,abstract,2458.682358,1.181845200015232,,,1.181818,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,A1,2,51,2022,CH,abstract,2458.807927,5.650008097290993e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A1,2,51,2022,CH,abstract,2459.182044,0.37417319999076426,,,0.374161,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_options_on,A1,2,51,2022,CH,abstract,2459.312837,3.499991726130247e-05,,,,,Q_OPTIONS_ON,15,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,A1,2,51,2022,CH,abstract,2529.805987,70.49318460002542,E,,,70.493171,ANS_E,25,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,A1,3,65,2019,CH,abstract,2534.612608,4.3003540999488905,,,,,ITI,99,ITI duration: 4.30s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,A1,3,65,2019,CH,abstract,2534.625912,0.0001159000676125288,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A1,3,65,2019,CH,abstract,2535.520583,0.8947865000227466,,,0.894773,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,A1,3,65,2019,CH,abstract,2535.646084,3.4899916499853134e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A1,3,65,2019,CH,abstract,2536.053675,0.40762569999787956,,,0.407617,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_options_on,A1,3,65,2019,CH,abstract,2536.189523,3.429991193115711e-05,,,,,Q_OPTIONS_ON,15,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,A1,3,65,2019,CH,abstract,2593.161734,56.972245699958876,A,,,56.97223,ANS_A,21,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,block_end,A1,-1,,,,,2831.029568,,,,,,BLK_OFF,92,A1 end (actual 420.0s)
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,block_start,A2,-1,,,,,2832.781743,,,,,,BLK_ON,91,A2 start (target 420s)
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,A2,1,86,2021,CH,abstract,2837.063934,4.282129200058989,,,,,ITI,99,ITI duration: 4.27s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,A2,1,86,2021,CH,abstract,2837.073314,5.0699920393526554e-05,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A2,1,86,2021,CH,abstract,2838.373504,1.3002407999010757,,,1.300228,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,A2,1,86,2021,CH,abstract,2838.499863,3.759993705898523e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A2,1,86,2021,CH,abstract,2839.074131,0.574305500020273,,,0.574294,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_options_on,A2,1,86,2021,CH,abstract,2839.205926,4.0199956856667995e-05,,,,,Q_OPTIONS_ON,15,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,A2,1,86,2021,CH,abstract,2884.699559,45.49367330002133,A,,,45.493664,ANS_A,21,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,A2,2,71,2022,CH,abstract,2888.955751,3.7484743000240996,,,,,ITI,99,ITI duration: 3.74s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,A2,2,71,2022,CH,abstract,2888.970121,0.00020430004224181175,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A2,2,71,2022,CH,abstract,2889.965693,0.9957762999692932,,,0.995768,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,A2,2,71,2022,CH,abstract,2890.090633,4.509999416768551e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A2,2,71,2022,CH,abstract,2890.565015,0.47442640003282577,,,0.474415,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_options_on,A2,2,71,2022,CH,abstract,2890.698742,4.449998959898949e-05,,,,,Q_OPTIONS_ON,15,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,A2,2,71,2022,CH,abstract,2951.821119,61.122422000044025,A,,,61.122409,ANS_A,21,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,A2,3,64,2019,CH,abstract,2956.927211,4.598456700099632,,,,,ITI,99,ITI duration: 4.58s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,A2,3,64,2019,CH,abstract,2956.940383,3.42000275850296e-05,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A2,3,64,2019,CH,abstract,2957.852637,0.9122883999953046,,,0.912277,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,A2,3,64,2019,CH,abstract,2957.980987,4.229997284710407e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A2,3,64,2019,CH,abstract,2958.436284,0.45533999998588115,,,0.455326,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_options_on,A2,3,64,2019,CH,abstract,2958.567547,3.7199934013187885e-05,,,,,Q_OPTIONS_ON,15,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,A2,3,64,2019,CH,abstract,3014.993894,56.42638449999504,C,,,56.426371,ANS_C,23,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,block_end,A2,-1,,,,,3252.795888,,,,,,BLK_OFF,92,A2 end (actual 420.0s)
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,block_start,A3,-1,,,,,3253.615895,,,,,,BLK_ON,91,A3 start (target 420s)
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,A3,1,60,2022,CH,abstract,3256.7305,3.1145095999818295,,,,,ITI,99,ITI duration: 3.11s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,A3,1,60,2022,CH,abstract,3256.744593,4.349998198449612e-05,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A3,1,60,2022,CH,abstract,3257.590352,0.8458031000336632,,,0.84579,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,A3,1,60,2022,CH,abstract,3257.71945,4.730001091957092e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A3,1,60,2022,CH,abstract,3258.124672,0.4052695999853313,,,0.405257,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_options_on,A3,1,60,2022,CH,abstract,3258.258521,3.430002834647894e-05,,,,,Q_OPTIONS_ON,15,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,A3,1,60,2022,CH,abstract,3316.881437,58.62295010010712,B,,,58.62294,ANS_B,22,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,A3,2,76,2020,CH,abstract,3320.404606,3.016538399970159,,,,,ITI,99,ITI duration: 3.01s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,A3,2,76,2020,CH,abstract,3320.422856,4.3199979700148106e-05,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A3,2,76,2020,CH,abstract,3321.546663,1.123850499978289,,,1.123841,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,A3,2,76,2020,CH,abstract,3321.672169,3.9499951526522636e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A3,2,76,2020,CH,abstract,3322.013772,0.34164230001624674,,,0.341634,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_options_on,A3,2,76,2020,CH,abstract,3322.152702,5.40000619366765e-05,,,,,Q_OPTIONS_ON,15,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,A3,2,76,2020,CH,abstract,3358.857513,36.70486489997711,A,,,36.704856,ANS_A,21,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,A3,3,83,2021,CH,abstract,3362.580355,3.2161125000566244,,,,,ITI,99,ITI duration: 3.20s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,A3,3,83,2021,CH,abstract,3362.600652,4.169996827840805e-05,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A3,3,83,2021,CH,abstract,3363.440176,0.8395661999238655,,,0.839556,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,A3,3,83,2021,CH,abstract,3363.56787,5.5299955420196056e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A3,3,83,2021,CH,abstract,3363.922804,0.35498920001555234,,,0.354974,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_options_on,A3,3,83,2021,CH,abstract,3364.06089,3.6800047382712364e-05,,,,,Q_OPTIONS_ON,15,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,answer,A3,3,83,2021,CH,abstract,3420.747972,56.68711910001002,A,,,56.687105,ANS_A,21,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,block_end,A3,-1,,,,,3673.630557,,,,,,BLK_OFF,92,A3 end (actual 420.0s)
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,block_start,A4,-1,,,,,3674.882727,,,,,,BLK_ON,91,A4 start (target 420s)
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,iti,A4,1,47,2022,CH,abstract,3678.663701,3.780900100013241,,,,,ITI,99,ITI duration: 3.78s
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_text_on,A4,1,47,2022,CH,abstract,3678.681691,4.1500083170831203e-05,,,,,Q_TEXT_ON,11,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A4,1,47,2022,CH,abstract,3680.639163,1.9575135000050068,,,1.9575,,BUTTON_CLICK,13,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,q_stem_on,A4,1,47,2022,CH,abstract,3680.764004,3.660004585981369e-05,,,,,Q_STEM_ON,14,
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,button_click,A4,1,47,2022,CH,abstract,3682.040263,1.2762956999940798,,,1.276283,,BUTTON_CLICK,13,
