participant_id,participant_folder,timestamp_raw,timestamp_iso,source_log,source_log_full_path,block,block_type_from_block,block_index_within_type,global_block_order,order_condition,trial_idx_in_block,question_id,question_year,question_field,question_number,question_type_log,t_iti,t_text_on,t_stem_on,t_options_on,t_answer,rt_from_phase_answer,option_view_time,chosen_answer_raw,answer_marker_name,n_answer_rows,n_button_click_rows,button_click_times_json,trial_notes,trial_idx_global
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,A4,Abstract,4,4,AbstractFirst,2,2020_CH_77,2020,CH,77,abstract,1512.801452,1512.813803,1528.998069,1534.512203,1562.967318,28.455151599948294,28.455135,D,ANS_D,1,2,"[16.058641, 5.374317]",ITI duration: 4.76s,11
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,A4,Abstract,4,4,AbstractFirst,3,2022_CH_71,2022,CH,71,abstract,1567.508625,1567.519085,1584.606437,1589.819636,1645.821862,56.00226549990475,56.002249,D,ANS_D,1,2,"[16.962678, 5.073447]",ITI duration: 4.02s,12
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,A5,Abstract,5,5,AbstractFirst,1,2021_CH_57,2021,CH,57,abstract,1870.260637,1870.271583,1884.640104,1886.433011,1894.198091,7.765114099951461,7.765103,B,ANS_B,1,2,"[14.244542, 1.658092]",ITI duration: 3.68s,13
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,A5,Abstract,5,5,AbstractFirst,2,2021_CH_51,2021,CH,51,abstract,1898.921559,1898.932325,1924.317508,1927.608629,1940.724937,13.116341899964027,13.116329,A,ANS_A,1,2,"[25.260205, 3.158741]",ITI duration: 4.21s,14
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,A5,Abstract,5,5,AbstractFirst,3,2022_CH_47,2022,CH,47,abstract,1945.682779,1945.698323,1969.632544,1972.63361,1994.165743,21.532170200021937,21.532161,A,ANS_A,1,2,"[23.805561, 2.869873]",ITI duration: 4.43s,15
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C1,Concrete,1,6,AbstractFirst,1,2020_CH_56,2020,CH,56,concrete,2291.076407,2291.086818,2300.145861,2306.932164,2332.729684,25.79756050009746,25.797551,D,ANS_D,1,2,"[8.930549, 6.655263]",ITI duration: 3.30s,16
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C1,Concrete,1,6,AbstractFirst,2,2018_CH_77,2018,CH,77,concrete,2336.535615,2336.548375,2349.551613,2351.393901,2382.771034,31.37716819997877,31.377153,A,ANS_A,1,2,"[12.877346, 1.708052]",ITI duration: 3.29s,17
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C1,Concrete,1,6,AbstractFirst,3,2021_CH_46,2021,CH,46,concrete,2388.077628,2388.090842,2400.475956,2403.256601,2461.675716,58.419150799978524,58.419143,C,ANS_C,1,2,"[12.260484, 2.642981]",ITI duration: 4.80s,18
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C2,Concrete,2,7,AbstractFirst,1,2020_CH_78,2020,CH,78,concrete,2714.359501,2714.369131,2721.477439,2723.186656,2756.394342,33.207718900055625,33.207703,E,ANS_E,1,2,"[6.981321, 1.573771]",ITI duration: 3.97s,19
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C2,Concrete,2,7,AbstractFirst,2,2020_CH_59,2020,CH,59,concrete,2760.81777,2760.834019,2794.098242,2801.402046,2834.148381,32.74636939994525,32.746356,D,ANS_D,1,2,"[33.13923, 7.172418]",ITI duration: 3.90s,20
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C2,Concrete,2,7,AbstractFirst,3,2020_CH_84,2020,CH,84,concrete,2839.022972,2839.032369,2866.718699,2869.559848,2918.901838,49.34202599991113,49.342017,B,ANS_B,1,2,"[27.562434, 2.708857]",ITI duration: 4.36s,21
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C3,Concrete,3,8,AbstractFirst,1,2021_LC_26,2021,LC,26,concrete,3135.09257,3135.123989,3173.756143,3182.963787,3302.157615,119.19386169989593,119.193853,E,ANS_E,1,2,"[38.505664, 9.072988]",ITI duration: 3.56s,22
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C3,Concrete,3,8,AbstractFirst,2,2017_CH_68,2017,CH,68,concrete,3306.732121,3306.743372,3316.816328,3319.457088,3342.584926,23.12788270006422,23.127871,E,ANS_E,1,2,"[9.94608, 2.507596]",ITI duration: 4.06s,23
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C3,Concrete,3,8,AbstractFirst,3,2021_CH_76,2021,CH,76,concrete,3347.64255,3347.66122,3363.645737,3368.583115,3398.344464,29.761383599950932,29.761373,B,ANS_B,1,2,"[15.854589, 4.803081]",ITI duration: 4.54s,24
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C4,Concrete,4,9,AbstractFirst,1,2018_LC_44,2018,LC,44,concrete,3557.092603,3557.112722,3582.406515,3583.136893,3605.578158,22.441312700044364,22.441301,C,ANS_C,1,2,"[25.168656, 0.591801]",ITI duration: 3.58s,25
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C4,Concrete,4,9,AbstractFirst,2,2020_CH_70,2020,CH,70,concrete,3610.233795,3610.245607,3623.98465,3625.806978,3646.83634,21.029397499980405,21.029384,E,ANS_E,1,2,"[13.611798, 1.690854]",ITI duration: 4.15s,26
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C4,Concrete,4,9,AbstractFirst,3,2017_CH_47,2017,CH,47,concrete,3651.110855,3651.120772,3661.344831,3662.324131,3672.667618,10.34352819994092,10.343514,D,ANS_D,1,2,"[10.098155, 0.840835]",ITI duration: 3.76s,27
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C5,Concrete,5,10,AbstractFirst,1,2017_CH_75,2017,CH,75,concrete,3980.125026,3980.14374,3995.539702,3996.804651,4017.9949,21.190317299915478,21.190307,D,ANS_D,1,2,"[15.2723, 1.126179]",ITI duration: 4.97s,28
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C5,Concrete,5,10,AbstractFirst,2,2020_CH_82,2020,CH,82,concrete,4022.05197,4022.078583,4052.10394,4054.095936,4072.803196,18.707330200006254,18.707315,D,ANS_D,1,2,"[29.89619, 1.853324]",ITI duration: 3.53s,29
PID008,PID08,20251114_124523,2025-11-14 12:45:23,enem_blocks_PID08_20251114_124523.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID08/enem_blocks_PID08_20251114_124523.csv,C5,Concrete,5,10,AbstractFirst,3,2017_CH_69,2017,CH,69,concrete,4077.077493,4077.105827,4091.251025,4092.357019,4115.928974,23.572021499974653,23.572013,E,ANS_E,1,2,"[14.011916, 0.966006]",ITI duration: 3.76s,30
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A1,Abstract,1,1,AbstractFirst,1,2019_CH_56,2019,CH,56,abstract,278.696084,278.727008,338.504488,346.143186,416.567235,70.42408570006955,70.424077,B,ANS_B,1,2,"[59.652619, 7.489121]",ITI duration: 4.69s,1
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A1,Abstract,1,1,AbstractFirst,2,2022_CH_47,2022,CH,47,abstract,420.523814,420.544099,471.473193,479.656918,553.82822,74.17133789998479,74.171314,E,ANS_E,1,2,"[50.797439, 8.050306]",ITI duration: 3.42s,2
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A1,Abstract,1,1,AbstractFirst,3,2021_CH_83,2021,CH,83,abstract,558.035783,558.058681,598.865045,611.788826,677.65765,65.86885950004216,65.868846,B,ANS_B,1,2,"[40.679198, 12.787697]",ITI duration: 3.68s,3
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A2,Abstract,2,2,AbstractFirst,1,2022_CH_71,2022,CH,71,abstract,701.978474,701.994154,743.843467,749.934789,921.687226,171.75247329997364,171.752465,A,ANS_A,1,2,"[41.721241, 5.953417]",ITI duration: 4.55s,4
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A2,Abstract,2,2,AbstractFirst,2,2022_CH_60,2022,CH,60,abstract,925.227728,925.245411,928.676945,929.655897,1042.767169,113.11130819993559,113.111292,B,ANS_B,1,2,"[3.306004, 0.841405]",ITI duration: 3.02s,5
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A2,Abstract,2,2,AbstractFirst,3,2021_CH_51,2021,CH,51,abstract,1047.373843,1047.38917,1070.258202,1071.98071,1182.345327,110.36465620005038,110.364644,B,ANS_B,1,2,"[22.740513, 1.588796]",ITI duration: 4.10s,6
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A3,Abstract,3,3,AbstractFirst,1,2021_CH_65,2021,CH,65,abstract,1189.635605,1189.646577,1235.711303,1236.954019,1513.926898,276.97291820007376,276.972905,B,ANS_B,1,2,"[45.94086, 1.108489]",ITI duration: 4.15s,7
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A3,Abstract,3,3,AbstractFirst,2,2020_CH_76,2020,CH,76,abstract,1517.950788,1517.968044,1521.367194,1522.125966,1850.123839,327.99790880002547,327.997893,B,ANS_B,1,2,"[3.27323, 0.625749]",ITI duration: 3.50s,8
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A4,Abstract,4,4,AbstractFirst,1,2022_CH_51,2022,CH,51,abstract,1862.361823,1862.380988,1880.163374,1881.383791,2139.844442,258.46068440005183,258.460668,B,ANS_B,1,2,"[17.654703, 1.087756]",ITI duration: 4.13s,9
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A4,Abstract,4,4,AbstractFirst,2,2020_LC_31,2020,LC,31,abstract,2145.26786,2145.295781,2160.96883,2161.808159,2262.140927,100.33280719991308,100.332794,E,ANS_E,1,2,"[15.543597, 0.705933]",ITI duration: 4.91s,10
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A4,Abstract,4,4,AbstractFirst,3,2019_CH_64,2019,CH,64,abstract,2267.348351,2267.361703,2275.097541,2276.75728,2380.738175,103.98092970007565,103.98092,C,ANS_C,1,2,"[7.611346, 1.522663]",ITI duration: 4.69s,11
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A5,Abstract,5,5,AbstractFirst,1,2021_CH_86,2021,CH,86,abstract,2389.711385,2389.72338,2409.477261,2410.301105,2631.348601,221.0475460999878,221.047527,D,ANS_D,1,2,"[19.6271, 0.690627]",ITI duration: 4.39s,12
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A5,Abstract,5,5,AbstractFirst,2,2019_CH_65,2019,CH,65,abstract,2636.456821,2636.472232,2644.421845,2645.032103,2780.109539,135.07747450005263,135.077461,A,ANS_A,1,2,"[7.824537, 0.475904]",ITI duration: 4.60s,13
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,A5,Abstract,5,5,AbstractFirst,3,2021_CH_57,2021,CH,57,abstract,2785.081994,2785.09327,2802.982243,2804.423765,2993.308531,188.88480200001504,188.884788,B,ANS_B,1,2,"[17.762014, 1.305507]",ITI duration: 4.46s,14
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C1,Concrete,1,6,AbstractFirst,1,2021_CH_76,2021,CH,76,concrete,3000.598226,3000.614485,3004.652483,3005.691055,3220.056238,214.3652331000194,214.365214,B,ANS_B,1,2,"[3.908805, 0.903583]",ITI duration: 3.71s,15
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C1,Concrete,1,6,AbstractFirst,2,2017_CH_75,2017,CH,75,concrete,3225.295656,3225.312666,3277.805809,3278.732429,3421.656835,142.9244420999894,142.924432,E,ANS_E,1,2,"[52.366452, 0.789143]",ITI duration: 4.72s,16
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C2,Concrete,2,7,AbstractFirst,1,2020_CH_70,2020,CH,70,concrete,3427.713422,3427.723869,3437.683903,3438.472666,3745.655874,307.1832528000232,307.183234,D,ANS_D,1,2,"[9.830921, 0.654375]",ITI duration: 3.59s,17
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C2,Concrete,2,7,AbstractFirst,2,2018_LC_44,2018,LC,44,concrete,3750.962291,3750.983719,3752.849063,3753.70527,3900.047751,146.3425306000281,146.342517,D,ANS_D,1,2,"[1.737995, 0.722557]",ITI duration: 4.79s,18
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C3,Concrete,3,8,AbstractFirst,1,2020_CH_82,2020,CH,82,concrete,3906.289119,3906.310726,3938.02127,3939.490318,4030.426709,90.93642639997415,90.936418,C,ANS_C,1,2,"[31.580141, 1.33723]",ITI duration: 3.48s,19
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C3,Concrete,3,8,AbstractFirst,2,2017_CH_47,2017,CH,47,concrete,4035.883981,4035.897078,4038.51677,4038.966884,4131.278134,92.31128489994444,92.311271,D,ANS_D,1,2,"[2.49518, 0.309227]",ITI duration: 4.94s,20
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C3,Concrete,3,8,AbstractFirst,3,2017_CH_69,2017,CH,69,concrete,4135.901417,4135.910934,4138.805105,4140.36008,4282.803216,142.44321209995542,142.443194,A,ANS_A,1,2,"[2.76591, 1.421731]",ITI duration: 4.11s,21
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C4,Concrete,4,9,AbstractFirst,1,2020_CH_59,2020,CH,59,concrete,4329.003705,4329.017525,4332.170611,4332.681425,4396.018075,63.33668900001794,63.336675,C,ANS_C,1,2,"[3.028495, 0.37535]",ITI duration: 4.11s,22
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C4,Concrete,4,9,AbstractFirst,2,2020_CH_84,2020,CH,84,concrete,4400.192783,4400.201619,4402.01197,4402.653524,4468.774383,66.12089819996618,66.12089,E,ANS_E,1,2,"[1.683997, 0.506933]",ITI duration: 3.65s,23
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C4,Concrete,4,9,AbstractFirst,3,2018_CH_77,2018,CH,77,concrete,4473.414297,4473.428227,4480.247128,4480.687327,4546.829014,66.14172239997424,66.141709,A,ANS_A,1,2,"[6.694354, 0.307319]",ITI duration: 4.13s,24
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C5,Concrete,5,10,AbstractFirst,1,2021_CH_46,2021,CH,46,concrete,4750.621532,4750.636318,4753.323755,4754.028318,4797.588931,43.560647499980405,43.560634,C,ANS_C,1,2,"[2.559283, 0.57177]",ITI duration: 4.66s,25
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C5,Concrete,5,10,AbstractFirst,2,2020_CH_56,2020,CH,56,concrete,4801.445755,4801.453815,4814.83381,4815.43549,4885.909318,70.4738627000479,70.473853,B,ANS_B,1,2,"[13.250493, 0.468604]",ITI duration: 3.34s,26
PID009,PID09,20251114_143701,2025-11-14 14:37:01,enem_blocks_PID09_20251114_143701.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID09/enem_blocks_PID09_20251114_143701.csv,C5,Concrete,5,10,AbstractFirst,3,2017_CH_68,2017,CH,68,concrete,4890.164746,4890.175375,4891.91626,4892.527731,4991.124911,98.597222100012,98.597208,D,ANS_D,1,2,"[1.616161, 0.473364]",ITI duration: 3.74s,27
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C1,Concrete,1,1,ConcreteFirst,1,2020_CH_56,2020,CH,56,concrete,309.591844,309.604375,320.862444,352.107567,369.708589,17.601057399995625,17.60103,D,ANS_D,1,2,"[11.128664, 31.098766]",ITI duration: 4.10s,1
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C1,Concrete,1,1,ConcreteFirst,2,2017_CH_47,2017,CH,47,concrete,374.464378,374.48281,374.777784,414.563082,460.55932,45.996289500035346,45.996276,D,ANS_D,1,2,"[0.165051, 39.639785]",ITI duration: 4.23s,2
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C1,Concrete,1,1,ConcreteFirst,3,2020_CH_84,2020,CH,84,concrete,464.400383,464.41321,467.267582,519.288634,558.428555,39.139957900042646,39.139944,B,ANS_B,1,2,"[2.728499, 51.882722]",ITI duration: 3.32s,3
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C2,Concrete,2,2,ConcreteFirst,1,2020_CH_59,2020,CH,59,concrete,731.758392,731.781135,733.094647,777.90529,829.784965,51.87970920000225,51.879699,C,ANS_C,1,2,"[1.185857, 44.681146]",ITI duration: 4.61s,4
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C2,Concrete,2,2,ConcreteFirst,2,2021_CH_76,2021,CH,76,concrete,835.091314,835.115045,836.442727,892.009587,939.368875,47.35932899999898,47.359314,C,ANS_C,1,2,"[1.201623, 55.433981]",ITI duration: 4.79s,5
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C2,Concrete,2,2,ConcreteFirst,3,2017_CH_75,2017,CH,75,concrete,943.343207,943.469536,944.773112,1026.708386,1074.412634,47.704287200002,47.704278,E,ANS_E,1,2,"[1.179229, 81.796824]",ITI duration: 3.45s,6
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C3,Concrete,3,3,ConcreteFirst,1,2020_CH_70,2020,CH,70,concrete,1150.690212,1150.702888,1151.726656,1180.982912,1243.386556,62.40369260008447,62.403666,A,ANS_A,1,2,"[0.897682, 29.120096]",ITI duration: 3.17s,7
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C3,Concrete,3,3,ConcreteFirst,2,2017_CH_68,2017,CH,68,concrete,1247.376898,1247.388436,1249.327706,1273.429967,1309.642489,36.21255930000916,36.212548,C,ANS_C,1,2,"[1.813443, 23.969844]",ITI duration: 3.48s,8
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C3,Concrete,3,3,ConcreteFirst,3,2018_LC_44,2018,LC,44,concrete,1314.431708,1314.452363,1315.852808,1330.005069,1431.572543,101.56750930007547,101.567496,A,ANS_A,1,2,"[1.272388, 14.019277]",ITI duration: 4.27s,9
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C4,Concrete,4,4,ConcreteFirst,1,2020_CH_82,2020,CH,82,concrete,1571.541396,1571.557964,1572.894415,1586.214579,1670.068917,83.85437249997631,83.854364,A,ANS_A,1,2,"[1.209141, 13.186792]",ITI duration: 3.05s,10
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C4,Concrete,4,4,ConcreteFirst,2,2020_CH_78,2020,CH,78,concrete,1675.441609,1675.450736,1676.576729,1677.152847,1799.531849,122.37903829989955,122.37903,A,ANS_A,1,2,"[1.000233, 0.439533]",ITI duration: 4.86s,11
PID010,PID010,20251114_165001,2025-11-14 16:50:01,enem_blocks_PID010_20251114_165001.csv,/home/thiago/Documents/fnirs/simple/sessions/Sessions 14-11-25/PID010/enem_blocks_PID010_20251114_165001.csv,C4,Concrete,4,4,ConcreteFirst,3,2021_CH_46,2021,CH,46,concrete,1804.304961,1804.316541,1805.474623,1805.997172,1887.117786,81.12064719991758,81.120634,A,ANS_A,1,2,"[1.030576, 0.387942]",ITI duration: 4.25s,12
