n_tested_pairs,n_fdr_significant_pairs,n_matched_pairs,n_matched_fdr_significant_pairs,matching_rule,conclusion_text
225,0,12,0,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5,"The exploratory item-pair analysis did not identify any concrete-abstract question pairs with reliable back-ROI differences after Benjamini-Hochberg correction. This supports the view that the back ROI does not show robust item-specific discrimination in the current dataset. The lowest-q pair was 2018_CH_77 versus 2021_CH_86 (mean difference=1.864e-07, raw p=0.003431, q=0.596248). No matched-pair subset comparison survived FDR correction under the predeclared matching rule."
