participant_id,participant_code,session_id,question_id,question_code,condition,condition_abstract,block,global_block_order,within_block_position,cumulative_trial_order,z_log_total_word_count,z_enem_correctness,response_time_sec,front_roi_mean_variable_lag4,front_roi_mean,back_roi_mean_variable_lag4,manual_override_session,no_override_cohort,type,abstracness,z_abstracness,z_abstracness_sq,threshold_distance_raw,z_threshold_distance,total_word_count,sentence_count,sentence_length,correctness,question_start_time,baseline_start_time,baseline_end_time,primary_window_start_time,primary_window_end_time,anterior_dorsal_n_channels,anterior_dorsal_mean_variable_lag4,anterior_ventral_n_channels,anterior_ventral_mean_variable_lag4,posterior_dorsal_n_channels,posterior_dorsal_mean_variable_lag4,posterior_ventral_n_channels,posterior_ventral_mean_variable_lag4
PID011,9,2025-11-18_002,2022_CH_51,27,Abstract,1.0,A1,6,3,18,0.4959657933609324,-0.9765675923399836,45.10004799999979,-8.177474107779674e-07,-2.343472237693283e-07,-2.3802987476970761e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,91,5,18.2,0.2543846345770937,2470.175215,2468.175215,2470.175215,2474.175215,2519.275263,5,-4.7030967732725666e-07,5,-1.2720410356853826e-06,5,-3.134925200048764e-07,6,-4.2625450142712125e-07
PID011,9,2025-11-18_002,2019_CH_56,6,Abstract,1.0,A2,7,1,19,-0.0667661106566081,0.0717737519545465,79.31174599999986,-1.3945502589498934e-08,2.301092140849577e-07,-1.550131466119946e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,72,2,36.0,0.3926106536218327,2774.758882,2772.758882,2774.758882,2778.758882,2857.459553,5,-1.4241985142290784e-07,5,3.41103416013482e-08,5,-2.3074677483317538e-07,6,-1.9269696270789547e-07
PID011,9,2025-11-18_002,2019_CH_64,7,Abstract,1.0,A2,7,2,20,0.8851540163061837,1.676860146097159,40.55390099999977,2.940924071911645e-09,-2.293929646327881e-07,1.5111167548710678e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,107,11,9.73,0.604244682645566,2857.959553,2855.959553,2857.959553,2861.959553,2902.513454,5,1.6434245396449292e-07,5,-2.6283495664134525e-07,5,1.527488275611523e-07,6,4.55985593817629e-09
PID011,9,2025-11-18_002,2020_LC_31,17,Abstract,1.0,A2,7,3,21,1.2969024283525536,0.491072224108366,79.2132700000002,-2.434125185522231e-07,-7.146057522371233e-08,-2.291075993331713e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,127,5,25.4,0.4478960422147685,2903.704543,2901.704543,2903.704543,2907.704543,2986.917813,5,-1.6204966510577615e-07,5,-2.1054958668020475e-07,5,9.363506925415694e-09,6,-4.857145815157442e-07
PID011,9,2025-11-18_002,2021_CH_65,21,Abstract,1.0,A3,8,1,22,-0.1344565412126754,2.301474938515612,34.108878000000004,-8.844954156557778e-07,-2.5729408900671454e-07,-2.521355513353635e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,70,3,23.33,0.6866014614393652,3196.320523,3194.320523,3196.320523,3200.320523,3233.532225,5,-4.7354545335303325e-07,5,-1.2052496194486029e-06,5,-1.6971744287992014e-07,6,-6.006780408428157e-07
PID011,9,2025-11-18_002,2022_CH_60,28,Abstract,1.0,A3,8,2,23,0.4425668985007616,0.5286921676923586,43.27273700000024,5.482092310763623e-07,2.134043499491505e-07,2.7512816354580385e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,89,4,22.25,0.4528563111830808,3234.032225,3232.032225,3234.032225,3238.032225,3281.304962,5,3.240497237533557e-07,5,8.587027384321267e-07,5,-2.641839169542373e-08,6,7.423609991889272e-07
PID011,9,2025-11-18_002,2019_CH_65,8,Abstract,1.0,A3,8,3,24,0.4154157465811737,-0.3021956459204002,54.8997159999999,-4.877407398949422e-07,8.15616703246951e-08,-5.54218749621143e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,88,3,29.33,0.3433019991514724,3282.144971,3280.144971,3282.144971,3286.144971,3341.044687,5,-5.369305384896593e-07,5,-2.3190370361204458e-07,5,-3.335911929737945e-07,6,-7.354995825941039e-07
PID011,9,2025-11-18_002,2021_CH_86,24,Abstract,1.0,A4,9,1,25,-0.5048577147492145,1.3097621052999473,41.7432389999999,-4.887072329488158e-07,-2.579205851166589e-07,-2.323911184152479e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,60,1,60.0,0.5558420311097073,3617.400575,3615.400575,3617.400575,3621.400575,3663.143814,5,-5.582255930362211e-07,5,-4.966026061902868e-07,5,-1.785847533080787e-07,6,-5.895639229233451e-07
PID011,9,2025-11-18_002,2020_CH_77,13,Abstract,1.0,A4,9,2,26,0.1561746054758361,-0.6844944649159799,126.61249700000008,2.8834721679467626e-08,1.322298371559632e-07,5.6781765196562254e-08,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,79,1,79.0,0.2928950929249277,3664.144974,3662.144974,3664.144974,3668.144974,3793.867124,5,2.1109577655471887e-07,5,-2.8336710500250956e-08,5,1.694968921896311e-07,6,-3.493665970265123e-08
PID011,9,2025-11-18_002,2020_CH_76,12,Abstract,1.0,A4,9,3,27,0.1255646198243954,-0.511405592177757,58.213400999999976,1.644704580774791e-07,-6.913647876566706e-08,-2.0333915270030854e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,78,6,13.0,0.315717226144949,3794.367124,3792.367124,3794.367124,3798.367124,3856.580525,5,-1.0660898870746072e-07,5,5.717361401880678e-07,5,-1.8434066217546236e-07,6,-2.682239885389372e-07
PID011,9,2025-11-18_002,2022_CH_47,26,Abstract,1.0,A5,10,1,28,1.0374217805060666,0.6865312817739867,53.36211800000001,-7.498458021016652e-07,-4.437810980142381e-07,-5.326549255223957e-08,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,114,4,28.5,0.4736677315356127,4039.046175,4037.046175,4039.046175,4043.046175,4095.445712,5,-2.749449305430982e-07,5,-9.780941602480623e-07,5,-1.5276227365713275e-07,6,-2.708133309727378e-07
PID011,9,2025-11-18_002,2021_CH_51,19,Abstract,1.0,A5,10,2,29,-0.6706373311158704,0.6512534794066687,88.63253599999962,1.4172803825061345e-07,-5.423631638561565e-08,-3.959738828483066e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,56,3,18.67,0.4690162788304226,4095.945712,4093.945712,4095.945712,4099.945712000001,4188.578248,5,-2.7531970889095706e-07,5,5.441929079418384e-07,5,-2.6079292926900785e-07,6,-3.478579722318429e-07
PID011,9,2025-11-18_002,2022_CH_71,29,Abstract,1.0,A5,10,3,30,-0.5452427221661849,0.4620415654524358,68.9338370000005,-4.954336408160787e-07,-4.877239708404939e-07,-4.573244427510342e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,59,3,19.67,0.444068288594161,4189.098701,4187.098701,4189.098701,4193.098701,4262.032538,5,-3.269900931953473e-07,5,-6.69605118487187e-07,5,-2.26481419546259e-07,6,-7.735644822702838e-07
PID012,10,2025-11-18_003,2021_CH_86,24,Abstract,1.0,A1,1,1,1,-0.5048577147492145,1.3097621052999473,90.822092,1.582486365699172e-07,2.0927762307704565e-07,1.8815762611290897e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,60,1,60.0,0.5558420311097073,288.927097,286.927097,288.927097,292.927097,383.749189,2,3.0134471744971095e-07,3,8.260809538564552e-08,3,1.9106962913257623e-07,6,4.8041502275126255e-08
PID012,10,2025-11-18_003,2020_LC_31,17,Abstract,1.0,A1,1,2,2,1.2969024283525536,0.491072224108366,112.07811300000004,-1.0416046407897342e-08,1.415415631609219e-07,1.780822761903783e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,127,5,25.4,0.4478960422147685,385.10357,383.10357,385.10357,389.10357,500.477793,2,-2.5396044634302686e-08,3,1.2726713605263803e-07,3,2.1917966555935608e-07,6,7.164869709200764e-08
PID012,10,2025-11-18_003,2019_CH_64,7,Abstract,1.0,A1,1,3,3,0.8851540163061837,1.676860146097159,56.87743899999998,-1.7334283816822528e-07,-5.6571875388818194e-08,3.3127076382510537e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,107,11,9.73,0.604244682645566,500.977793,498.977793,500.977793,504.977793,561.855232,2,-1.6231755846304607e-07,3,-6.709554606689849e-08,3,3.870837207397043e-07,6,2.263522988036542e-07
PID012,10,2025-11-18_003,2019_CH_56,6,Abstract,1.0,A2,2,1,4,-0.0667661106566081,0.0717737519545465,105.95468300000005,3.898440586170456e-07,2.1081795870369645e-07,4.469187790119441e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,72,2,36.0,0.3926106536218327,710.508833,708.508833,710.508833,714.508833,820.463516,2,5.575461567882759e-07,3,3.069635240192417e-07,3,5.043360281279845e-07,6,3.6110356864014335e-07
PID012,10,2025-11-18_003,2022_CH_60,28,Abstract,1.0,A2,2,2,5,0.4425668985007616,0.5286921676923586,73.17633899999998,7.686696742622131e-08,9.130563780412124e-08,2.1536824254556482e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,89,4,22.25,0.4528563111830808,820.993057,818.993057,820.993057,824.993057,898.169396,2,1.7254683369804535e-07,3,8.320706053276652e-08,3,3.559065549643815e-07,6,1.689521275137305e-07
PID012,10,2025-11-18_003,2021_CH_51,19,Abstract,1.0,A2,2,3,6,-0.6706373311158704,0.6512534794066687,80.26642800000002,-3.938730182750484e-08,3.3249082444924975e-08,-2.177396063184545e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,56,3,18.67,0.4690162788304226,898.788947,896.788947,898.788947,902.788947,983.055375,2,-1.9747004738082145e-07,3,1.3108467726008489e-07,3,-1.3679646458338914e-07,6,-1.8844851309621765e-07
PID012,10,2025-11-18_003,2022_CH_47,26,Abstract,1.0,A3,3,1,7,1.0374217805060666,0.6865312817739867,112.85525200000006,1.5887193595648133e-07,1.5321962818479558e-07,2.132573056928633e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,114,4,28.5,0.4736677315356127,1132.491227,1130.491227,1132.491227,1136.491227,1248.520663,2,2.3824897782237283e-07,3,-2.075601647803048e-08,3,1.342067024518709e-08,6,1.5215983637794993e-07
PID012,10,2025-11-18_003,2019_CH_65,8,Abstract,1.0,A3,3,2,8,0.4154157465811737,-0.3021956459204002,98.87714299999992,-2.7833941619985524e-07,-3.500234114718581e-07,-2.79563205992309e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,88,3,29.33,0.3433019991514724,1249.020663,1247.020663,1249.020663,1253.020663,1351.402507,2,-4.700867069794057e-07,3,-1.8080441154860094e-08,3,-1.5024632396365868e-07,6,-2.0225724796819895e-07
PID012,10,2025-11-18_003,2022_CH_51,27,Abstract,1.0,A3,3,3,9,0.4959657933609324,-0.9765675923399836,159.15284999999994,-4.0683091342248374e-08,-3.3777714372311495e-07,-8.737524396175753e-08,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,91,5,18.2,0.2543846345770937,1351.902507,1349.902507,1351.902507,1355.902507,1515.055357,2,-1.6197250986444732e-07,3,2.5723453097306043e-08,3,-2.2303941365240937e-07,6,2.1949984425550917e-08
PID012,10,2025-11-18_003,2022_CH_71,29,Abstract,1.0,A4,4,1,10,-0.5452427221661849,0.4620415654524358,110.87646799999992,-1.4819923068725297e-07,-1.0254496208270466e-08,-2.76168506266408e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,59,3,19.67,0.444068288594161,1553.737965,1551.737965,1553.737965,1557.737965,1668.614433,2,-2.04128964752743e-07,3,-1.1312054873666565e-07,3,-2.8117790842154364e-07,6,-2.3337375332328501e-07
PID012,10,2025-11-18_003,2021_CH_57,20,Abstract,1.0,A4,4,2,11,-1.2501139118066624,-0.5984069705038608,75.46863799999983,4.2795612966945446e-08,2.325904656765116e-08,1.1560372908270513e-08,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,44,2,22.0,0.304245910773413,1669.417333,1667.417333,1669.417333,1673.417333,1748.455954,2,2.766298252890266e-08,3,1.9216525575283112e-08,3,-2.594084320782039e-08,6,5.163979226564394e-08
PID012,10,2025-11-18_003,2020_CH_77,13,Abstract,1.0,A4,4,3,12,0.1561746054758361,-0.6844944649159799,91.91482799999994,2.1231420664096985e-07,1.3030940516287786e-07,1.5245671708609034e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,79,1,79.0,0.2928950929249277,1748.955954,1746.955954,1748.955954,1752.955954,1844.870782,2,4.357924084763613e-07,3,5.986871897510733e-08,3,1.0998807366652081e-07,6,1.630302923311917e-07
PID012,10,2025-11-18_003,2021_CH_65,21,Abstract,1.0,A5,5,1,13,-0.1344565412126754,2.301474938515612,100.61601700000006,2.1957556878024893e-07,9.90262890900986e-08,1.4710206997343321e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,70,3,23.33,0.6866014614393652,1973.968377,1971.968377,1973.968377,1977.968377,2078.541791,2,2.675202178493566e-07,3,2.2355707621619362e-07,3,8.823540825885677e-08,6,2.0250098904691753e-07
PID012,10,2025-11-18_003,2021_CH_83,23,Abstract,1.0,A5,5,2,14,1.1606719436386206,0.3913544668532575,80.39391399999977,-2.32035959949988e-07,-2.1932996912323333e-07,-4.551237057601587e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,120,3,40.0,0.4347480454401885,2079.041791,2077.041791,2079.041791,2083.041791,2162.610585,2,-3.2460032607580733e-07,3,-9.53972358440257e-08,3,-3.308167844009985e-07,6,-4.0931674097842125e-07
PID012,10,2025-11-18_003,2020_CH_76,12,Abstract,1.0,A5,5,3,15,0.1255646198243954,-0.511405592177757,93.46031399999993,-1.7252613410955122e-08,-1.1490863555455263e-07,1.6091155712287114e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,78,6,13.0,0.315717226144949,2163.110585,2161.110585,2163.110585,2167.110585,2260.570899,2,7.505397230834719e-08,3,2.6677858330945116e-08,3,2.3912352182191117e-07,6,2.0015288633307063e-07
PID012,10,2025-11-18_003,2021_LC_26,25,Concrete,0.0,C1,6,1,16,2.264859834801295,-0.5607517593851553,153.438717,-1.7693112647733792e-08,2.7352287224754668e-08,-2.339268760982354e-09,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,190,9,21.11,0.3092108298406186,2397.352639,2395.352639,2397.352639,2401.352639,2554.791356,2,-1.800411624681102e-07,3,1.6379658193164467e-07,3,3.9328553681097864e-08,6,-6.5230815714262e-08
PID012,10,2025-11-18_003,2020_CH_78,14,Concrete,0.0,C1,6,2,17,-2.3361669895037065,0.0020441611073083,44.546358000000055,1.278280057257331e-07,9.090672526081112e-08,-1.1209919516926874e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,28,1,28.0,0.3834166598860249,2555.453253,2553.453253,2555.453253,2559.453253,2603.999611,2,1.8843057786384388e-07,3,6.802686412748704e-08,3,-1.1009409949581205e-07,6,-1.5146264915291947e-07
PID012,10,2025-11-18_003,2018_CH_77,4,Concrete,0.0,C1,6,3,18,-0.94294931884182,-1.310288679405072,95.24720000000023,1.753044521919074e-07,4.6495136517343404e-09,2.294783042175039e-07,False,True,concrete,0.0,-1.6948648162403883,2.872566745329565,0.5,0.8799181669789496,50,1,50.0,0.2103828048416349,2605.270177,2603.270177,2605.270177,2609.270177,2704.517377,2,3.850815257162336e-07,3,4.804601298459604e-08,3,1.4946588330689755e-08,6,2.8947808926609156e-07
PID012,10,2025-11-18_003,2020_CH_56,9,Concrete,0.0,C2,7,1,19,-2.2518477633179645,0.7573109318980379,30.109406000000035,2.5736228110547666e-08,6.718515545133667e-08,-1.0083937478846605e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,29,2,14.5,0.4830001778034939,2818.067874,2816.067874,2818.067874,2822.067874,2852.17728,2,1.0804273332974508e-07,3,-1.2189552927853245e-07,3,-1.635525736389983e-08,6,-1.3585005962894628e-07
PID012,10,2025-11-18_003,2020_CH_82,15,Concrete,0.0,C2,7,2,20,0.8398158527831238,0.4360691378486896,78.29110499999979,6.765243881157243e-08,1.7984374474207834e-07,2.3392260303333923e-07,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,105,7,15.0,0.4406437691929831,2852.690712,2850.690712,2852.690712,2856.690712,2934.752296,2,5.084170271072026e-09,3,1.9059615495892586e-07,3,3.0959812527275096e-07,6,1.1942191681856643e-07
PID012,10,2025-11-18_003,2020_CH_84,16,Concrete,0.0,C2,7,3,21,-0.5863181049301306,-1.2526273197494673,100.02955900000006,2.444400710641936e-07,7.541173688079772e-09,2.2858467806286305e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,58,1,58.0,0.217985576821657,2935.252296,2933.252296,2935.252296,2939.252296,3039.281855,2,4.687991001643508e-07,3,1.407941938121113e-07,3,2.499135926672945e-07,6,3.269344672032968e-07
PID012,10,2025-11-18_003,2018_LC_44,5,Concrete,0.0,C3,8,1,22,1.389688140576973,-0.6674086028177602,77.30593700000009,-6.050084810776019e-08,-3.1890200391019936e-08,1.909218889718967e-07,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,132,7,18.86,0.2951478999067735,3240.598519,3238.598519,3240.598519,3244.598519,3321.904456,2,-3.218466925595759e-08,3,-8.285266860212123e-08,3,1.1500325145239803e-07,6,6.038080252890663e-08
PID012,10,2025-11-18_003,2021_CH_76,22,Concrete,0.0,C3,8,2,23,0.3601753510213835,-1.5422365867215426,184.3796769999999,7.918839429160535e-08,-6.227856390025572e-08,-1.1683340032795848e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,86,5,17.2,0.1797999836750338,3323.394734,3321.394734,3323.394734,3327.394734,3511.774411,2,8.388206202960863e-08,3,7.173159576635474e-08,3,-2.390523009432785e-07,6,-4.530668464362941e-08
PID012,10,2025-11-18_003,2020_CH_70,11,Concrete,0.0,C3,8,3,24,-0.169030538835905,-1.0488884828831635,104.53003899999976,1.7821320881174838e-07,1.465790397656814e-07,4.053459924144597e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,69,2,34.5,0.244848972506758,3513.292213,3511.292213,3513.292213,3517.292213,3621.822252,2,4.1529306481908214e-07,3,3.4439563547295204e-08,3,2.543548368305051e-07,6,4.488185822504078e-07
PID012,10,2025-11-18_003,2020_CH_59,10,Concrete,0.0,C4,9,1,25,-0.2041092841510671,0.5696170426960993,90.91154800000004,3.197063765158021e-08,5.6615008014434934e-08,-4.520967709538494e-09,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,68,4,17.0,0.4582523423350119,3661.356117,3659.356117,3661.356117,3665.356117,3755.955156,2,1.1108833946245234e-07,3,1.2521662478312078e-08,3,3.3435642388704425e-09,6,3.513889553638345e-08
PID012,10,2025-11-18_003,2017_CH_47,0,Concrete,0.0,C4,9,2,26,-0.4260686437746248,1.0979750828394783,57.97055499999988,-3.775876893645496e-08,-8.075530813463307e-08,-8.538932266299467e-08,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,62,2,31.0,0.527917465166208,3756.455156,3754.455156,3756.455156,3760.455156,3818.192216,2,-9.724155563467553e-08,3,-2.7824333470482586e-08,3,-7.318214410745458e-08,6,-9.712487881400077e-08
PID012,10,2025-11-18_003,2021_CH_46,18,Concrete,0.0,C4,9,3,27,-0.3125269842682109,1.4273572571066844,122.87974699999997,-9.571911008863424e-08,1.2310186433902675e-09,1.7153595239030025e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,65,5,13.0,0.5713472000908519,3818.692216,3816.692216,3818.692216,3822.692216,3945.571963,2,-1.8267774607241827e-07,3,-1.4504094271405008e-07,3,8.451091571219186e-08,6,1.3436178927876225e-07
PID012,10,2025-11-18_003,2017_CH_69,2,Concrete,0.0,C5,10,1,28,-0.4260686437746248,-0.7521308608059422,61.02112699999998,-1.7219292240921352e-07,-1.463826445589121e-07,-1.8470186046000697e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,62,4,15.5,0.283977091362474,4082.936023,4080.936023,4082.936023,4086.936023,4147.329409,2,-3.053628924349319e-07,3,-5.258518524519532e-08,3,-1.9009659464529198e-07,6,-2.9056989604233305e-07
PID012,10,2025-11-18_003,2017_CH_75,3,Concrete,0.0,C5,10,2,29,0.929652535764228,-1.4157789468713895,72.91570899999988,-1.0417400887541022e-07,-2.993729020770581e-07,3.313703464416923e-08,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,109,4,27.25,0.1964736904113095,4147.829409,4145.829409,4147.829409,4151.829409,4224.745118,2,-5.456212557417878e-08,3,-7.932570375688305e-08,3,7.271720337147493e-08,6,-5.305778899152872e-08
PID012,10,2025-11-18_003,2017_CH_68,1,Concrete,0.0,C5,10,3,30,-0.9914934219713682,-1.3364726213150109,65.0405209999999,1.1960741900843558e-07,-7.184000947352013e-08,-9.129931308465477e-09,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,49,1,49.0,0.2069303968327291,4225.992606,4223.992606,4225.992606,4229.992606,4295.033127,2,1.3143696303888634e-07,3,4.498607664442234e-09,3,-2.4820627957534504e-07,6,6.175886417078196e-08
PID013,11,2025-11-18_004,2020_CH_82,15,Concrete,0.0,C1,1,1,1,0.8398158527831238,0.4360691378486896,69.99762999999996,7.616303550716271e-08,1.0488929114797624e-08,7.48817857191703e-08,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,105,7,15.0,0.4406437691929831,378.921549,376.921549,378.921549,382.921549,452.919179,5,6.197543260523748e-08,5,9.866940310592883e-08,5,1.008880261568928e-07,6,6.201904432523324e-08
PID013,11,2025-11-18_004,2017_CH_75,3,Concrete,0.0,C1,1,2,2,0.929652535764228,-1.4157789468713895,73.518078,-6.192335995306675e-08,-8.712240690059884e-08,-1.0052999070787593e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,109,4,27.25,0.1964736904113095,453.639971,451.639971,453.639971,457.639971,531.158049,5,-1.7078550575777028e-08,5,-1.5508506336872136e-07,5,-6.187030053641629e-08,6,-1.50210459924489e-07
PID013,11,2025-11-18_004,2021_CH_46,18,Concrete,0.0,C1,1,3,3,-0.3125269842682109,1.4273572571066844,54.202259000000026,-4.395496449578588e-08,8.016445021430152e-09,-1.0946646701014577e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,65,5,13.0,0.5713472000908519,531.845879,529.845879,531.845879,535.845879,590.048138,5,-9.996202593915277e-08,5,3.352308801949032e-08,5,-1.1848480141812214e-07,6,-8.161482508128998e-08
PID013,11,2025-11-18_004,2017_CH_69,2,Concrete,0.0,C2,2,1,4,-0.4260686437746248,-0.7521308608059422,110.11566300000004,2.031851047306661e-08,1.217009573345283e-07,5.565110265780092e-08,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,62,4,15.5,0.283977091362474,801.598433,799.598433,801.598433,805.598433,915.714096,5,-5.884499693100214e-08,5,7.32949572626889e-08,5,1.6121004138189168e-08,6,8.589115993788471e-08
PID013,11,2025-11-18_004,2017_CH_47,0,Concrete,0.0,C2,2,2,5,-0.4260686437746248,1.0979750828394783,80.566373,4.6952800123810235e-09,1.3477208961472433e-08,-4.463137864443777e-08,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,62,2,31.0,0.527917465166208,916.233244,914.233244,916.233244,920.233244,1000.298419,5,-8.384736880041362e-08,5,1.394374941706564e-07,5,-6.005557019889121e-09,6,-4.7210544297502745e-08
PID013,11,2025-11-18_004,2018_LC_44,5,Concrete,0.0,C2,2,3,6,1.389688140576973,-0.6674086028177602,90.47150800000009,-1.818577355822829e-07,-1.1926840558331778e-07,-7.501029900417867e-08,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,132,7,18.86,0.2951478999067735,1000.798419,998.798419,1000.798419,1004.798419,1095.269927,5,-1.3392504087031663e-07,5,-2.0347367659375813e-07,5,3.422890921281441e-09,6,-1.3633031531727965e-07
PID013,11,2025-11-18_004,2021_CH_76,22,Concrete,0.0,C3,3,1,7,0.3601753510213835,-1.5422365867215426,114.82269099999984,1.076807420467926e-08,-7.112969535566018e-08,9.212768239402293e-08,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,86,5,17.2,0.1797999836750338,1223.124917,1221.124917,1223.124917,1227.124917,1341.823478,5,-2.0419233005969086e-09,5,1.1684679829838599e-07,5,1.3640336792960809e-07,6,6.328453583588129e-08
PID013,11,2025-11-18_004,2021_LC_26,25,Concrete,0.0,C3,3,2,8,2.264859834801295,-0.5607517593851553,165.87980900000002,-1.1493187407513437e-07,6.980485999270276e-08,-2.3131945508986933e-08,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,190,9,21.11,0.3092108298406186,1342.323478,1340.323478,1342.323478,1346.323478,1512.203287,5,-1.1368964372985037e-07,5,-1.1933824247463757e-07,5,-1.1811728881029941e-08,6,-5.7925143395115036e-08
PID013,11,2025-11-18_004,2020_CH_70,11,Concrete,0.0,C3,3,3,9,-0.169030538835905,-1.0488884828831635,71.63464599999998,-3.5929939170975594e-08,-1.0445141064666377e-07,-1.3819115967046365e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,69,2,34.5,0.244848972506758,1513.307531,1511.307531,1513.307531,1517.307531,1588.942177,5,-2.409575748507033e-08,5,-5.025442718647631e-08,5,-1.8717429022654812e-07,6,-8.605270496348445e-08
PID013,11,2025-11-18_004,2018_CH_77,4,Concrete,0.0,C4,4,1,10,-0.94294931884182,-1.310288679405072,93.44665899999995,1.1053595278775953e-07,1.4768205433327228e-07,1.922327165796281e-07,False,True,concrete,0.0,-1.6948648162403883,2.872566745329565,0.5,0.8799181669789496,50,1,50.0,0.2103828048416349,1641.921509,1639.921509,1641.921509,1645.921509,1738.899661,5,6.525333032870194e-08,5,3.0459089224906994e-07,5,2.0713449933722324e-07,6,1.8786962630875234e-07
