participant_id,participant_code,session_id,question_id,question_code,condition,condition_abstract,block,global_block_order,within_block_position,cumulative_trial_order,z_log_total_word_count,z_enem_correctness,response_time_sec,front_roi_mean_variable_lag4,front_roi_mean,back_roi_mean_variable_lag4,manual_override_session,no_override_cohort,type,abstracness,z_abstracness,z_abstracness_sq,threshold_distance_raw,z_threshold_distance,total_word_count,sentence_count,sentence_length,correctness,question_start_time,baseline_start_time,baseline_end_time,primary_window_start_time,primary_window_end_time,anterior_dorsal_n_channels,anterior_dorsal_mean_variable_lag4,anterior_ventral_n_channels,anterior_ventral_mean_variable_lag4,posterior_dorsal_n_channels,posterior_dorsal_mean_variable_lag4,posterior_ventral_n_channels,posterior_ventral_mean_variable_lag4
PID001,0,2025-11-06_008,2019_CH_64,7,Abstract,1.0,A4,4,2,11,0.8851540163061837,1.676860146097159,92.48808299999996,1.3752895096005262e-07,2.6170393335050424e-07,-1.2393192223121173e-08,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,107,11,9.73,0.604244682645566,1785.509804,1783.509804,1785.509804,1789.509804,1881.157473,5,1.6653539581684636e-09,5,2.3247668841833118e-07,5,-1.1003299117558682e-07,6,1.2830892624137174e-07
PID001,0,2025-11-06_008,2020_CH_76,12,Abstract,1.0,A4,4,3,12,0.1255646198243954,-0.511405592177757,103.73853600000008,-4.513955005530609e-08,6.153511034697269e-08,-2.8115402228972533e-08,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,78,6,13.0,0.315717226144949,1881.657473,1879.657473,1881.657473,1885.657473,1989.396009,5,-8.51283664581026e-08,5,1.2171132307080328e-08,5,-1.1259723799431764e-07,6,6.593978705812581e-08
PID001,0,2025-11-06_008,2021_CH_83,23,Abstract,1.0,A5,5,1,13,1.1606719436386206,0.3913544668532575,93.03862199999958,-2.2318079505049499e-07,1.000048583679215e-07,1.0676802892598257e-07,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,120,3,40.0,0.4347480454401885,2099.357174,2097.357174,2099.357174,2103.357174,2195.758024,5,-7.509270213132783e-08,5,-2.9767413114291955e-07,5,9.630389278882012e-08,6,5.320870901493249e-08
PID001,0,2025-11-06_008,2019_CH_56,6,Abstract,1.0,A5,5,2,14,-0.0667661106566081,0.0717737519545465,129.01843899999994,2.7774192642318814e-07,1.506429007762373e-07,7.316194238337356e-08,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,72,2,36.0,0.3926106536218327,2196.258024,2194.258024,2196.258024,2200.258024,2329.276463,5,5.6986662079470376e-08,5,4.767561616054402e-07,5,-2.4102749724315155e-08,6,2.898125804336594e-07
PID001,0,2025-11-06_008,2022_CH_60,28,Abstract,1.0,A5,5,3,15,0.4425668985007616,0.5286921676923586,162.40833599999996,-1.6470924343914873e-08,-1.360508463876741e-07,-7.544987705544276e-08,False,True,abstract,1.0,0.9812656949866586,0.9628823641576502,0.5,0.8799181669789496,89,4,22.25,0.4528563111830808,2329.857554,2327.857554,2329.857554,2333.857554,2496.26589,5,-7.36640292320523e-08,5,4.522927183413554e-08,5,-8.906140629607356e-08,6,-5.8675657476821675e-08
PID001,0,2025-11-06_008,2017_CH_47,0,Concrete,0.0,C1,6,1,16,-0.4260686437746248,1.0979750828394783,96.69166799999994,2.4874531688171344e-07,9.729485747017269e-08,1.163212429873775e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,62,2,31.0,0.527917465166208,2522.053545,2520.053545,2522.053545,2526.053545,2621.983697,5,1.477137030237739e-07,5,3.1723230870240355e-07,5,2.4487494478110697e-08,6,2.659759123106934e-07
PID001,0,2025-11-06_008,2020_CH_70,11,Concrete,0.0,C1,6,2,17,-0.169030538835905,-1.0488884828831635,108.52848999999968,-5.88986238852454e-08,-6.318748626262546e-08,-2.428982112635964e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,69,2,34.5,0.244848972506758,2622.483697,2620.483697,2622.483697,2626.483697,2735.012187,5,-1.445420168589731e-08,5,-1.2844714434864724e-07,5,-1.6317615385237794e-07,6,-3.0649427613966487e-07
PID001,0,2025-11-06_008,2018_LC_44,5,Concrete,0.0,C1,6,3,18,1.389688140576973,-0.6674086028177602,91.8000790000001,7.933453184469108e-08,-8.990898165326521e-08,-3.1788296057444664e-08,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,132,7,18.86,0.2951478999067735,2736.461735,2734.461735,2736.461735,2740.461735,2832.261814,5,-6.11531748084635e-08,5,1.8524371346605752e-07,5,-1.2643222196587676e-07,6,3.5693129912318434e-08
PID001,0,2025-11-06_008,2020_CH_82,15,Concrete,0.0,C2,7,1,19,0.8398158527831238,0.4360691378486896,77.28905500000019,-6.602645555982923e-08,-1.2734764649549786e-07,-1.1120752970716993e-07,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,105,7,15.0,0.4406437691929831,2943.143607,2941.143607,2943.143607,2947.143607,3024.432662,5,-2.9949252954040537e-09,5,-1.9983524838312882e-07,5,-4.174481676441044e-08,6,-2.2850371937568424e-07
PID001,0,2025-11-06_008,2017_CH_75,3,Concrete,0.0,C2,7,2,20,0.929652535764228,-1.4157789468713895,119.58881799999972,1.470387041296267e-07,8.4403761341246e-08,-2.3863235725133566e-08,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,109,4,27.25,0.1964736904113095,3025.922155,3023.922155,3025.922155,3029.922155,3149.510973,5,-9.906087827361461e-09,5,3.336144052873579e-07,5,-1.0440025642142934e-07,6,1.8247053509368536e-07
PID001,0,2025-11-06_008,2017_CH_68,1,Concrete,0.0,C2,7,3,21,-0.9914934219713682,-1.3364726213150109,70.52115599999979,-8.22397472097076e-08,-9.213449856610036e-08,-1.8606558267974226e-07,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,49,1,49.0,0.2069303968327291,3150.196522,3148.196522,3150.196522,3154.196522,3224.717678,5,-1.8648075585375116e-07,5,3.0691332429332804e-08,5,-3.74944842246244e-07,6,-6.253232562478624e-08
PID001,0,2025-11-06_008,2020_CH_56,9,Concrete,0.0,C3,8,1,22,-2.2518477633179645,0.7573109318980379,77.73448400000007,-2.221486230108308e-07,2.5900529022536e-08,-3.541199082832438e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,29,2,14.5,0.4830001778034939,3365.147662,3363.147662,3365.147662,3369.147662,3446.882146,5,-1.66921251494512e-07,5,-2.370527270419142e-07,5,-2.6373345146527416e-07,6,-3.27566945078847e-07
PID001,0,2025-11-06_008,2021_CH_76,22,Concrete,0.0,C3,8,2,23,0.3601753510213835,-1.5422365867215426,83.45961399999987,-1.8417091854456374e-07,-1.192097575833239e-07,-8.380119477029275e-08,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,86,5,17.2,0.1797999836750338,3447.874161,3445.874161,3447.874161,3451.874161,3535.333775,5,-1.0763357754971285e-07,5,-2.1532626341296502e-07,5,-1.0966066627510432e-07,6,-1.5316861558032537e-07
PID001,0,2025-11-06_008,2021_LC_26,25,Concrete,0.0,C3,8,3,24,2.264859834801295,-0.5607517593851553,157.24760800000013,1.8776184886554855e-07,1.119971049527147e-07,1.728375792212165e-07,False,True,concrete,0.16670000000000007,-1.2487538600188395,1.5593862029119514,0.33329999999999993,-0.22025452992132732,190,9,21.11,0.3092108298406186,3536.743587,3534.743587,3536.743587,3540.743587,3697.991195,5,2.1705524714857493e-07,5,1.598812736519864e-07,5,1.5264183721679675e-07,6,2.201844663776089e-07
PID001,0,2025-11-06_008,2020_CH_59,10,Concrete,0.0,C4,9,1,25,-0.2041092841510671,0.5696170426960993,94.41533100000017,3.984597222041279e-08,3.36170876462009e-08,-1.9681711928125282e-08,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,68,4,17.0,0.4582523423350119,3789.297537,3787.297537,3789.297537,3793.297537,3887.712868,5,-1.7427574048947677e-08,5,7.703275887180794e-08,5,-4.8220262764513596e-08,6,1.968958137948858e-08
PID001,0,2025-11-06_008,2020_CH_84,16,Concrete,0.0,C4,9,2,26,-0.5863181049301306,-1.2526273197494673,67.35632699999996,1.77014639689338e-07,2.5901057416747414e-07,-6.76736010184538e-08,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,58,1,58.0,0.217985576821657,3888.611489,3886.611489,3888.611489,3892.611489,3959.069235,5,-1.1014376672918002e-07,5,3.650811852582644e-07,5,-2.810284054158473e-07,6,1.2393129594959306e-07
PID001,0,2025-11-06_008,2020_CH_78,14,Concrete,0.0,C4,9,3,27,-2.3361669895037065,0.0020441611073083,61.921006000000034,1.1814714172249004e-08,-5.1593313321805566e-08,-1.6861800888120857e-07,False,True,concrete,0.33329999999999993,-0.8029105168484137,0.6446652980657869,0.16670000000000007,-1.3197672551977875,28,1,28.0,0.3834166598860249,3959.569235,3957.569235,3959.569235,3963.569235,4025.490241,5,-9.560444412694645e-08,5,9.05650700477586e-08,5,-2.89414330109262e-07,6,-5.713928036052917e-08
